assessid,stockid,mgmt,assessor,years,start_year,report_year,method,methodshort,methodlong,country,region,area,areaid,stocklong,class,order,family,genus,species,species_orig,comm_name,assess_if_mostrecent,assesssource,state_of_stock,primary_country,primary_FAOarea,assess_notes,M,M_year,M_notes,M_source,M_source_notes,B_start,B_end,F_start,F_end,C_start,C_end,terminal_year,assess_order,ty,ty_minus1
WGEF-TBSKAIIIa-IV-VIId-2009-2016-ICESIMP2018,TBSKAIIIa-IV-VIId,ICES,WGEF,2009-2016,2009,2016,Unknown,Unknown,Unknown,multinational,Europe (EU),ICES 3a-4-7d,multinational-ICES-IIIa-IV-VIId,Thornback skate ICES 3a-4-7d,Elasmobranchii,Rajiformes,Rajidae,Raja,Raja clavata,Raja clavata,Thornback skate,999,http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/rjc.27.3a47d.pdf,Current,France,27,Imported from ICES data dump covering 2011-2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,2016,2016,1,2014,2013
CSIRO-TIGERFLATSE-1913-2006-FULTON,TIGERFLATSE,AFMA,CSIRO,1913-2006,1913,2006,Integrated Analysis,SS2,Stock Synthesis v2.0 model,Australia,Australia,Southeast Australia,Australia-AFMA-SE,Tiger flathead Southeast Australia,Actinopterygii,Scorpaeniformes,Platycephalidae,Neoplatycephalus,Platycephalus richardsoni,Neoplatycephalus richardsoni,Tiger flathead,0,Received from CSIRO assessment team,Current,Australia,81,Based on fisheries data only,0.2,2005,,NA,NA,1913,2006,1913,2005,1913,2005,2005,2,2005,2004
CSIRO-TIGERFLATSE-1915-2015-MOESENEDER,TIGERFLATSE,AFMA,CSIRO,1915-2015,1915,2015,Integrated Analysis,SS3,Stock Synthesis v3.0 model,Australia,Australia,Southeast Australia,Australia-AFMA-SE,Tiger flathead Southeast Australia,Actinopterygii,Scorpaeniformes,Platycephalidae,Neoplatycephalus,Platycephalus richardsoni,Neoplatycephalus richardsoni,Tiger flathead,999,attached,Current,Australia,81,,0.27,NULL,Fem and Male,Pre-specified,,1915,2015,1915,2015,1915,2015,2015,1,2005,2004
SEFSC-TILESATLC-1961-2011-HIVELY,TILESATLC,NMFS,SEFSC,1961-2011,1961,2011,Statistical catch at age model,SCA,Statistical catch-at-age model,USA,US Southeast and Gulf,Southern Atlantic coast,USA-NMFS-SATLC,Tilefish Southern Atlantic coast,Actinopterygii,Perciformes,Malacanthidae,Lopholatilus,Lopholatilus chamaeleonticeps,Lopholatilus chamaeleonticeps,Tilefish,0,http://www.sefsc.noaa.gov/sedar/,Current,USA,31,NULL,0.1,NULL,,NA,NA,1962,2011,1962,2010,1962,2010,2010,2,2010,2009
SEFSC-TILESATLC-1962-2014-SISIMP2016,TILESATLC,NMFS,SEFSC,1962-2014,1962,2014,Statistical catch at age model,BAM,Beaufort assessment model,USA,US Southeast and Gulf,Southern Atlantic coast,USA-NMFS-SATLC,Tilefish Southern Atlantic coast,Actinopterygii,Perciformes,Malacanthidae,Lopholatilus,Lopholatilus chamaeleonticeps,Lopholatilus chamaeleonticeps,Tilefish,999,,Current,USA,31,Imported from SIS data dump received 2016,NA,NA,NA,NA,NA,1962,2014,1962,2014,1962,2014,2014,1,2010,2009
WGEF-TPSHARNEATL-1978-2014-ICESIMP2018,TPSHARNEATL,ICES,WGEF,1978-2014,1978,2014,Unknown,Unknown,Unknown,multinational,Europe (EU),Northeast Atlantic,multinational-ICES-I-II-III-IV-V-VI-VII-VIII-IX-XII-XIV,Tope shark Northeast Atlantic,Chondrichthyes,Carcharhiniformes,Triakidae,Galeorhinus,Galeorhinus galeus,Galeorhinus galeus,Tope shark,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/gag-nea.pdf,Current,France,27,Imported from ICES data dump covering 2011-2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,1978,2014,2014,2,2014,2013
WGEF-TPSHARNEATL-2005-2016-ICESIMP2018,TPSHARNEATL,ICES,WGEF,2005-2016,2005,2016,Unknown,Unknown,Unknown,multinational,Europe (EU),Northeast Atlantic,multinational-ICES-I-II-III-IV-V-VI-VII-VIII-IX-XII-XIV,Tope shark Northeast Atlantic,Chondrichthyes,Carcharhiniformes,Triakidae,Galeorhinus,Galeorhinus galeus,Galeorhinus galeus,Tope shark,999,http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/gag.27.nea.pdf,Current,France,27,Imported from ICES data dump covering 2011-2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,2016,2016,1,2014,2013
NZMFishINSHOREWG-TREVALLYTRE7-1944-2005-JENSEN,TREVALLYTRE7,MFish,NZMFishINSHOREWG,1944-2005,1944,2005,Integrated Analysis,CASAL,CASAL,New Zealand,New Zealand,New Zealand Areas TRE 7,New Zealand-MFish-TRE7,Trevally New Zealand Areas TRE 7,Actinopterygii,Perciformes,Carangidae,Pseudocaranx,Pseudocaranx dentex,Pseudocaranx dentex,Trevally,0,received from contact,Current,New Zealand,81,base model,0.1,NULL,,NA,NA,1944,2005,1944,2005,1944,2005,2005,2,2005,2004
NZMFishINSHOREWG-TREVALLYTRE7-1944-2014-LANGLEY,TREVALLYTRE7,MFish,NZMFishINSHOREWG,1944-2014,1944,2014,Integrated Analysis,SS3,Stock Synthesis v3.0 model,New Zealand,New Zealand,New Zealand Areas TRE 7,New Zealand-MFish-TRE7,Trevally New Zealand Areas TRE 7,Actinopterygii,Perciformes,Carangidae,Pseudocaranx,Pseudocaranx dentex,Pseudocaranx dentex,Trevally,999,http://fs.fish.govt.nz/Doc/23918/FAR-2015-45_TRE7_stock-assessment.pdf.ashx,Current,New Zealand,81,NULL,0.1,NULL,,NA,NA,1944,2014,1944,2014,1944,2014,2014,1,2005,2004
WGBFAS-TUR2232-1965-2016-ICESIMP2016,TUR2232,ICES,WGBFAS,1965-2016,1965,2016,Unknown,Unknown,Unknown,multinational,Europe (EU),Baltic Areas 22-32,multinational-ICES-22-32,Turbot Baltic Areas 22-32,Actinopterygii,Pleuronectiformes,Scophthalmidae,Scophthalmus,Scophthalmus maximus,Scophthalmus maximus,Turbot,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2016/2016/tur-2232.pdf,Current,Denmark,27,Imported from ICES data dump covering 2011-2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,1965,2015,2015,3,2015,2014
WGBFAS-TUR2232-1970-2016-ICESIMP2018,TUR2232,ICES,WGBFAS,1970-2016,1970,2016,Unknown,Unknown,Unknown,multinational,Europe (EU),Baltic Areas 22-32,multinational-ICES-22-32,Turbot Baltic Areas 22-32,Actinopterygii,Pleuronectiformes,Scophthalmidae,Scophthalmus,Scophthalmus maximus,Scophthalmus maximus,Turbot,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/tur.27.22-32.pdf,Current,Denmark,27,Imported from ICES data dump covering 2011-2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970,2016,2016,2,2015,2014
WGBFAS-TUR2232-1970-2017-ICESIMP2018,TUR2232,ICES,WGBFAS,1970-2017,1970,2017,Unknown,Unknown,Unknown,multinational,Europe (EU),Baltic Areas 22-32,multinational-ICES-22-32,Turbot Baltic Areas 22-32,Actinopterygii,Pleuronectiformes,Scophthalmidae,Scophthalmus,Scophthalmus maximus,Scophthalmus maximus,Turbot,999,,Current,Denmark,27,Imported from ICES data dump covering 2011-2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970,2017,2017,1,2015,2014
STECF-TURBLKGSA29-1950-2014-OSIO,TURBLKGSA29,GFCM,STECF,1950-2014,1950,2014,Statistical catch at age model,SAM,SAM,multinational,Mediterranean-Black Sea,Black Sea,multinational-GFCM-GSA29,Turbot Black Sea,Actinopterygii,Pleuronectiformes,Scophthalmidae,Psetta,Scophthalmus maximus,Psetta maxima,Turbot,999,https://stecf.jrc.ec.europa.eu/documents/43805/1208033/2015-10_STECF+15-16+-+Black+Sea+assessments_JRC98095.pdf,Current,Turkey,37,JRC Meeting: EWG15_12,NA,NA,NA,NA,NA,1950,2014,1950,2014,1950,2014,2014,1,2010,2009
STECF-TURBLKGSA29-1970-2010-BANOBI,TURBLKGSA29,GFCM,STECF,1970-2010,1970,2010,VPA,XSA,Extended Survivor Analysis,multinational,Mediterranean-Black Sea,Black Sea,multinational-GFCM-GSA29,Turbot Black Sea,Actinopterygii,Pleuronectiformes,Scophthalmidae,Psetta,Scophthalmus maximus,Psetta maxima,Turbot,0,http://151.1.154.86/GfcmWebSite/SAC/SCSA/14/SAFs.html,Current,Turkey,37,NULL,0.19,NULL,,NA,NA,1970,2010,1970,2010,1970,2010,2010,2,2010,2009
WGNSSK-TURIIIa-1960-2016-ICESIMP2018,TURIIIa,ICES,WGNSSK,1960-2016,1960,2016,Unknown,Unknown,Unknown,multinational,Europe (EU),Kattegat and Skagerrak,multinational-ICES-IIIa,Turbot Kattegat and Skagerrak,Actinopterygii,Pleuronectiformes,Scophthalmidae,Scophthalmus,Scophthalmus maximus,Scophthalmus maximus,Turbot,999,http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/tur.27.3a.pdf,Current,Denmark,27,Imported from ICES data dump covering 2011-2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,1960,2016,2016,1,2014,2013
WGNSSK-TURIIIa-1964-2015-ICESIMP2018,TURIIIa,ICES,WGNSSK,1964-2015,1964,2015,Unknown,Unknown,Unknown,multinational,Europe (EU),Kattegat and Skagerrak,multinational-ICES-IIIa,Turbot Kattegat and Skagerrak,Actinopterygii,Pleuronectiformes,Scophthalmidae,Scophthalmus,Scophthalmus maximus,Scophthalmus maximus,Turbot,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/tur-kask.pdf,Current,Denmark,27,Imported from ICES data dump covering 2011-2018,NA,NA,NA,NA,NA,1996,2015,NA,NA,1964,2014,2014,2,2014,2013
WGNSSK-TURIV-1974-2013-ICESIMP2016,TURIV,ICES,WGNSSK,1974-2013,1974,2013,Unknown,Unknown,Unknown,multinational,Europe (EU),North Sea,multinational-ICES-IV,Turbot North Sea,Actinopterygii,Pleuronectiformes,Scophthalmidae,Scophthalmus,Scophthalmus maximus,Scophthalmus maximus,Turbot,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2013/2013/tur-nsea.pdf,Current,Netherlands,27,Imported from ICES data dump covering 2011-2016,NA,NA,NA,NA,NA,1975,2013,1975,2012,1975,2012,2012,4,2012,2011
WGNSSK-TURIV-1974-2014-ICESIMP2016,TURIV,ICES,WGNSSK,1974-2014,1974,2014,Unknown,Unknown,Unknown,multinational,Europe (EU),North Sea,multinational-ICES-IV,Turbot North Sea,Actinopterygii,Pleuronectiformes,Scophthalmidae,Scophthalmus,Scophthalmus maximus,Scophthalmus maximus,Turbot,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2014/2014/tur-nsea.pdf,Current,Netherlands,27,Imported from ICES data dump covering 2011-2016,NA,NA,NA,NA,NA,1975,2014,1975,2013,1975,2013,2013,3,2012,2011
WGNSSK-TURIV-1974-2015-ICESIMP2016,TURIV,ICES,WGNSSK,1974-2015,1974,2015,Unknown,Unknown,Unknown,multinational,Europe (EU),North Sea,multinational-ICES-IV,Turbot North Sea,Actinopterygii,Pleuronectiformes,Scophthalmidae,Scophthalmus,Scophthalmus maximus,Scophthalmus maximus,Turbot,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/tur-nsea.pdf,Current,Netherlands,27,Imported from ICES data dump covering 2011-2016,NA,NA,NA,NA,NA,1975,2014,1975,2014,1975,2014,2014,2,2012,2011
WGNSSK-TURIV-1980-2016-ICESIMP2018,TURIV,ICES,WGNSSK,1980-2016,1980,2016,Unknown,Unknown,Unknown,multinational,Europe (EU),North Sea,multinational-ICES-IV,Turbot North Sea,Actinopterygii,Pleuronectiformes,Scophthalmidae,Scophthalmus,Scophthalmus maximus,Scophthalmus maximus,Turbot,999,,Current,Netherlands,27,Imported from ICES data dump covering 2011-2018,NA,NA,NA,NA,NA,1981,2016,1981,2016,1981,2016,2016,1,2012,2011
WGEF-URAYVIIde-1988-2015-ICESIMP2018,URAYVIIde,ICES,WGEF,1988-2015,1988,2015,Unknown,Unknown,Unknown,multinational,Europe (EU),ICES 7de,multinational-ICES-VIIde,Undulate ray ICES 7de,Chondrichthyes,Rajiformes,Rajidae,Raja,Raja undulata,Raja undulata,Undulate ray,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2016/2016/rju-ech.pdf,Current,France,27,Imported from ICES data dump covering 2011-2018,NA,NA,NA,NA,NA,1988,2015,NA,NA,2009,2015,2015,2,2015,2014
WGEF-URAYVIIde-2008-2017-ICESIMP2018,URAYVIIde,ICES,WGEF,2008-2017,2008,2017,Unknown,Unknown,Unknown,multinational,Europe (EU),ICES 7de,multinational-ICES-VIIde,Undulate ray ICES 7de,Chondrichthyes,Rajiformes,Rajidae,Raja,Raja undulata,Raja undulata,Undulate ray,999,,Current,France,27,Imported from ICES data dump covering 2011-2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,2017,2017,1,2015,2014
SEFSC-VSNAPGM-1950-2014-SISIMP2016,VSNAPGM,NMFS,SEFSC,1950-2014,1950,2014,Integrated Analysis,SS3,Stock Synthesis v3.0 model,USA,US Southeast and Gulf,Gulf of Mexico,USA-NMFS-GM,Vermilion snapper Gulf of Mexico,Actinopterygii,Perciformes,Lutjanidae,Rhomboplites,Rhomboplites aurorubens,Rhomboplites aurorubens,Vermilion snapper,999,,Current,USA,31,Imported from SIS data dump received 2016,NA,NA,NA,NA,NA,1950,2014,1950,2014,1950,2014,2014,1,2004,2003
SEFSC-VSNAPGM-1981-2004-JENSEN,VSNAPGM,NMFS,SEFSC,1981-2004,1981,2004,Biomass dynamics model,ASPM,Age-structured surplus production model,USA,US Southeast and Gulf,Gulf of Mexico,USA-NMFS-GM,Vermilion snapper Gulf of Mexico,Actinopterygii,Perciformes,Lutjanidae,Rhomboplites,Rhomboplites aurorubens,Rhomboplites aurorubens,Vermilion snapper,0,http://www.sefsc.noaa.gov/sedar/download/S9SAR3%20VS%20full%202.pdf?id=DOCUMENT,Current,USA,31,from Fogarty database,NA,NA,NA,NA,NA,1981,2004,1981,2004,1981,2004,2004,2,2004,2003
WGBIE-WANGLVII-VIIIabd-1986-2016-ICESIMP2016,WANGLVII-VIIIabd,ICES,WGBIE,1986-2016,1986,2016,Unknown,Unknown,Unknown,multinational,Europe (EU),ICES 7-8abd,multinational-ICES-VII-VIIIabd,White anglerfish ICES 7-8abd,Actinopterygii,Lophiiformes,Lophiidae,Lophius,Lophius piscatorius,Lophius piscatorius,White anglerfish,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2016/2016/anp-78ab.pdf,Current,Ireland,27,Imported from ICES data dump covering 2011-2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,2015,2015,2,2015,2014
WGBIE-WANGLVII-VIIIabd-1986-2018-ICESIMP2018,WANGLVII-VIIIabd,ICES,WGBIE,1986-2018,1986,2018,Unknown,Unknown,Unknown,multinational,Europe (EU),ICES 7-8abd,multinational-ICES-VII-VIIIabd,White anglerfish ICES 7-8abd,Actinopterygii,Lophiiformes,Lophiidae,Lophius,Lophius piscatorius,Lophius piscatorius,White anglerfish,999,,Current,Ireland,27,Imported from ICES data dump covering 2011-2018,NA,NA,NA,NA,NA,1986,2018,1986,2017,1986,2017,2017,1,2015,2014
WGBIE-WANGLVIIIc-IXa-1980-2014-ICESIMP2016,WANGLVIIIc-IXa,ICES,WGBIE,1980-2014,1980,2014,Unknown,Unknown,Unknown,multinational,Europe (EU),ICES 8c-9a,multinational-ICES-VIIIc-IXa,White anglerfish ICES 8c-9a,Actinopterygii,Lophiiformes,Lophiidae,Lophius,Lophius piscatorius,Lophius piscatorius,White anglerfish,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2014/2014/anp-8c9a.pdf,Current,Portugal,27,Imported from ICES data dump covering 2011-2016,NA,NA,NA,NA,NA,1980,2014,1980,2013,1980,2013,2013,5,2012,2011
WGBIE-WANGLVIIIc-IXa-1980-2015-ICESIMP2016,WANGLVIIIc-IXa,ICES,WGBIE,1980-2015,1980,2015,Unknown,Unknown,Unknown,multinational,Europe (EU),ICES 8c-9a,multinational-ICES-VIIIc-IXa,White anglerfish ICES 8c-9a,Actinopterygii,Lophiiformes,Lophiidae,Lophius,Lophius piscatorius,Lophius piscatorius,White anglerfish,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/anp-8c9a.pdf,Current,Portugal,27,Imported from ICES data dump covering 2011-2016,NA,NA,NA,NA,NA,1980,2015,1980,2014,1980,2014,2014,4,2012,2011
WGBIE-WANGLVIIIc-IXa-1980-2016-ICESIMP2016,WANGLVIIIc-IXa,ICES,WGBIE,1980-2016,1980,2016,Unknown,Unknown,Unknown,multinational,Europe (EU),ICES 8c-9a,multinational-ICES-VIIIc-IXa,White anglerfish ICES 8c-9a,Actinopterygii,Lophiiformes,Lophiidae,Lophius,Lophius piscatorius,Lophius piscatorius,White anglerfish,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2016/2016/anp-8c9a.pdf,Current,Portugal,27,Imported from ICES data dump covering 2011-2016,NA,NA,NA,NA,NA,1980,2016,1980,2015,1980,2015,2015,3,2012,2011
WGBIE-WANGLVIIIc-IXa-1980-2017-ICESIMP2018,WANGLVIIIc-IXa,ICES,WGBIE,1980-2017,1980,2017,Unknown,Unknown,Unknown,multinational,Europe (EU),ICES 8c-9a,multinational-ICES-VIIIc-IXa,White anglerfish ICES 8c-9a,Actinopterygii,Lophiiformes,Lophiidae,Lophius,Lophius piscatorius,Lophius piscatorius,White anglerfish,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/mon.27.8c9a.pdf,Current,Portugal,27,Imported from ICES data dump covering 2011-2018,NA,NA,NA,NA,NA,1980,2017,1980,2016,1980,2016,2016,2,2012,2011
WGBIE-WANGLVIIIc-IXa-1980-2018-ICESIMP2018,WANGLVIIIc-IXa,ICES,WGBIE,1980-2018,1980,2018,Unknown,Unknown,Unknown,multinational,Europe (EU),ICES 8c-9a,multinational-ICES-VIIIc-IXa,White anglerfish ICES 8c-9a,Actinopterygii,Lophiiformes,Lophiidae,Lophius,Lophius piscatorius,Lophius piscatorius,White anglerfish,999,,Current,Portugal,27,Imported from ICES data dump covering 2011-2018,NA,NA,NA,NA,NA,1980,2018,1980,2017,1980,2017,2017,1,2012,2011
WGHMM-WANGLVIIIc-IXa-1980-2013-ICESIMP2016,WANGLVIIIc-IXa,ICES,WGHMM,1980-2013,1980,2013,Unknown,Unknown,Unknown,multinational,Europe (EU),ICES 8c-9a,multinational-ICES-VIIIc-IXa,White anglerfish ICES 8c-9a,Actinopterygii,Lophiiformes,Lophiidae,Lophius,Lophius piscatorius,Lophius piscatorius,White anglerfish,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2013/2013/anp-8c9a.pdf,Current,Portugal,27,Imported from ICES data dump covering 2011-2016,NA,NA,NA,NA,NA,1980,2013,1980,2012,1980,2012,2012,6,2012,2011
CSIRO-WAREHOUESE-1984-2006-FULTON,WAREHOUESE,AFMA,CSIRO,1984-2006,1984,2006,Integrated Analysis,SS2,Stock Synthesis v2.0 model,Australia,Australia,Eastern half of Southeast Australia,Australia-AFMA-ESE,Blue warehou Eastern half of Southeast Australia,Actinopterygii,Perciformes,Centrolophidae,Seriolella,Seriolella brama,Seriolella brama,Whario,0,Received from CSIRO assessment team,Current,Australia,81,Based on fisheries data only,NA,NA,NA,NA,NA,1984,2006,1984,2006,1984,2006,2006,2,2006,2005
CSIRO-WAREHOUESE-1986-2008-MOESENEDER,WAREHOUESE,AFMA,CSIRO,1986-2008,1986,2008,Integrated Analysis,SS3,Stock Synthesis v3.0 model,Australia,Australia,Eastern half of Southeast Australia,Australia-AFMA-ESE,Blue warehou Eastern half of Southeast Australia,Actinopterygii,Perciformes,Centrolophidae,Seriolella,Seriolella brama,Seriolella brama,Whario,999,attached,Current,Australia,81,,0.45,NULL,Fem and Male,Pre-specified,,1986,2008,1986,2008,1986,2008,2008,1,2006,2005
CSIRO-WAREHOUWSE-1984-2006-FULTON,WAREHOUWSE,AFMA,CSIRO,1984-2006,1984,2006,Integrated Analysis,SS2,Stock Synthesis v2.0 model,Australia,Australia,Western half of Southeast Australia,Australia-AFMA-WSE,Blue warehou Western half of Southeast Australia,Actinopterygii,Perciformes,Centrolophidae,Seriolella,Seriolella brama,Seriolella brama,Whario,0,Received from CSIRO assessment team,Current,Australia,57,Based on fisheries data only,NA,NA,NA,NA,NA,1984,2006,1984,2006,1984,2006,2006,2,2006,2005
CSIRO-WAREHOUWSE-1986-2008-MOESENEDER,WAREHOUWSE,AFMA,CSIRO,1986-2008,1986,2008,Integrated Analysis,SS3,Stock Synthesis v3.0 model,Australia,Australia,Western half of Southeast Australia,Australia-AFMA-WSE,Blue warehou Western half of Southeast Australia,Actinopterygii,Perciformes,Centrolophidae,Seriolella,Seriolella brama,Seriolella brama,Whario,999,attached,Current,Australia,57,,0.45,NULL,Fem and Male,Pre-specified,,1986,2008,1986,2008,1986,2008,2008,1,2006,2005
NEFSC-WHAKEGBGOM-1962-2011-HIVELY,WHAKEGBGOM,NMFS,NEFSC,1962-2011,1962,2011,Statistical catch at age model,ASAP,Age Structured Assessment Program,USA,US East Coast,Gulf of Maine / Georges Bank,USA-NMFS-5YZ,White hake Gulf of Maine / Georges Bank,Actinopterygii,Gadiformes,Phycidae,Urophycis,Urophycis tenuis,Urophycis tenuis,White hake,0,http://www.nefsc.noaa.gov/nefsc/publications/crd/,Current,USA,21,NULL,0.2,NULL,,NA,NA,1963,2011,1963,2011,1962,2011,2011,2,2011,2010
NEFSC-WHAKEGBGOM-1963-2014-SISIMP2016,WHAKEGBGOM,NMFS,NEFSC,1963-2014,1963,2014,Statistical catch at age model,ASAP,Age Structured Assessment Program,USA,US East Coast,Gulf of Maine / Georges Bank,USA-NMFS-5YZ,White hake Gulf of Maine / Georges Bank,Actinopterygii,Gadiformes,Phycidae,Urophycis,Urophycis tenuis,Urophycis tenuis,White hake,999,,Current,USA,21,Imported from SIS data dump received 2016,NA,NA,NA,NA,NA,1963,2014,1963,2014,1963,2014,2014,1,2011,2010
WGNSSK-WHITIIIa-1975-2014-ICESIMP2018,WHITIIIa,ICES,WGNSSK,1975-2014,1975,2014,Unknown,Unknown,Unknown,multinational,Europe (EU),Kattegat and Skagerrak,multinational-ICES-IIIa,Whiting Kattegat and Skagerrak,Actinopterygii,Gadiformes,Gadidae,Merlangius,Merlangius merlangus,Merlangius merlangus,Whiting,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/whg-kask.pdf,Current,Denmark,27,Imported from ICES data dump covering 2011-2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,1975,2014,2014,2,2014,2013
WGNSSK-WHITIIIa-1975-2016-ICESIMP2018,WHITIIIa,ICES,WGNSSK,1975-2016,1975,2016,Unknown,Unknown,Unknown,multinational,Europe (EU),Kattegat and Skagerrak,multinational-ICES-IIIa,Whiting Kattegat and Skagerrak,Actinopterygii,Gadiformes,Gadidae,Merlangius,Merlangius merlangus,Merlangius merlangus,Whiting,999,http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/whg.27.3a.pdf,Current,Denmark,27,Imported from ICES data dump covering 2011-2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,1975,2016,2016,1,2014,2013
STECF-WHITMEDGSA29-1994-2011-HIVELY,WHITMEDGSA29,GFCM,STECF,1994-2011,1994,2011,VPA,XSA,Extended Survivor Analysis,multinational,Mediterranean-Black Sea,Black Sea,multinational-GFCM-GSA29,Whiting Black Sea,Actinopterygii,Gadiformes,Gadidae,Merlangius,Merlangius merlangus,Merlangius merlangus,Whiting,0,https://stecf.jrc.ec.europa.eu/,Current,Turkey,37,NULL,0.46,NULL,this is the value reported under Model assumptions,NA,NA,1994,2011,1994,2011,1994,2011,2011,2,2011,2010
STECF-WHITMEDGSA29-1994-2014-OSIO,WHITMEDGSA29,GFCM,STECF,1994-2014,1994,2014,VPA,XSA,Extended Survivor Analysis,multinational,Mediterranean-Black Sea,Black Sea,multinational-GFCM-GSA29,Whiting Black Sea,Actinopterygii,Gadiformes,Gadidae,Merlangius,Merlangius merlangus,Merlangius merlangus,Whiting,999,https://stecf.jrc.ec.europa.eu/documents/43805/1208033/2015-10_STECF+15-16+-+Black+Sea+assessments_JRC98095.pdf,Current,Turkey,37,JRC Meeting: EWG15_12,NA,NA,NA,NA,NA,1994,2014,1994,2014,1994,2014,2014,1,2011,2010
WGNSSK-WHITNS-VIId-1978-2018-ICESIMP2018,WHITNS-VIId,ICES,WGNSSK,1978-2018,1978,2018,Unknown,Unknown,Unknown,multinational,Europe (EU),ICES 4-7d,multinational-ICES-IV-VIId,Whiting ICES 4-7d,Actinopterygii,Gadiformes,Gadidae,Merlangius,Merlangius merlangus,Merlangius merlangus,Whiting,999,,Current,Great Britain,27,Imported from ICES data dump covering 2011-2018,NA,NA,NA,NA,NA,1978,2018,1978,2017,1978,2017,2017,1,2011,2010
WGNSSK-WHITNS-VIId-1989-2012-CHING,WHITNS-VIId,ICES,WGNSSK,1989-2012,1989,2012,VPA,XSA,Extended Survivor Analysis,multinational,Europe (EU),ICES 4-7d,multinational-ICES-IV-VIId,Whiting ICES 4-7d,Actinopterygii,Gadiformes,Gadidae,Merlangius,Merlangius merlangus,Merlangius merlangus,Whiting,0,http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2012/2012/whg-47d.pdf,Current,Great Britain,27,NULL,NA,NA,NA,NA,NA,1990,2012,1990,2011,1990,2011,2011,7,2011,2010
WGNSSK-WHITNS-VIId-1989-2013-ICESIMP2016,WHITNS-VIId,ICES,WGNSSK,1989-2013,1989,2013,Unknown,Unknown,Unknown,multinational,Europe (EU),ICES 4-7d,multinational-ICES-IV-VIId,Whiting ICES 4-7d,Actinopterygii,Gadiformes,Gadidae,Merlangius,Merlangius merlangus,Merlangius merlangus,Whiting,0,http://www.ices.dk/sites/pub/Publication Reports/Advice/2013/2013/whg-47d.pdf,Current,Great Britain,27,Imported from ICES data dump covering 2011-2016,NA,NA,NA,NA,NA,1990,2013,1990,2012,1990,2012,2012,6,2011,2010
