"stockid","stockid_code","region","comparison","stock_comparison","stock_comparison_code","interval","period","ty","MethodChange","B_recent","B_old","F_recent","F_old","Bmsy_recent","Bmsy_old","Fmsy_recent","Fmsy_old","B_by_Bmsy_recent","B_by_Bmsy_old","F_by_Fmsy_recent","F_by_Fmsy_old","OFL_ty_recent","OFL_ty_old","mu_B","mu_F","mu_Bmsy","mu_Fmsy","mu_B_by_Bmsy","mu_F_by_Fmsy","mu_OFL","ty_code","num_assess"
"SEELNSSA3",19,"Europe (EU)",6,"SEELNSSA3_6",396,7,2,2010,NA,246000,261000,0.339,0.525,129000,215000,0.29,NA,1.90697674418605,1.21395348837209,1.16896551724138,NA,61927.1623756729,NA,246000,0.339,129000,0.29,1.90697674418605,1.16896551724138,61927.1623756729,1,7
"SOLEIIIa-2224",21,"Europe (EU)",1,"SOLEIIIa-2224_1",421,2,1,2010,NA,1700,1830,0.353,0.339,2000,2000,0.3,0.38,0.85,0.915,1.17666666666667,0.892105263157895,440.60902484108,552.287561120854,2090,0.236,2600,0.23,0.803846153846154,1.02608695652174,409.434428300828,1,7
"SOLEIIIa-2224",21,"Europe (EU)",2,"SOLEIIIa-2224_2",432,3,1,2010,NA,1620,1830,0.393,0.339,2000,2000,0.32,0.38,0.81,0.915,1.228125,0.892105263157895,443.638559940621,552.287561120854,2090,0.236,2600,0.23,0.803846153846154,1.02608695652174,409.434428300828,1,7
"SOLEIIIa-2224",21,"Europe (EU)",3,"SOLEIIIa-2224_3",435,4,1,2010,NA,2220,1830,0.22,0.339,2000,2000,0.22,0.38,1.11,0.915,1,0.892105263157895,417.965032166279,552.287561120854,2090,0.236,2600,0.23,0.803846153846154,1.02608695652174,409.434428300828,1,7
"SOLEIIIa-2224",21,"Europe (EU)",4,"SOLEIIIa-2224_4",436,5,1,2010,NA,2180,1830,0.224,0.339,2600,2000,0.23,0.38,0.838461538461538,0.915,0.973913043478261,0.892105263157895,427.065575931007,552.287561120854,2090,0.236,2600,0.23,0.803846153846154,1.02608695652174,409.434428300828,1,7
"SOLEIIIa-2224",21,"Europe (EU)",5,"SOLEIIIa-2224_5",437,6,2,2010,NA,2080,1830,0.235,0.339,2600,2000,0.23,0.38,0.8,0.915,1.02173913043478,0.892105263157895,407.475411897474,552.287561120854,2090,0.236,2600,0.23,0.803846153846154,1.02608695652174,409.434428300828,1,7
"SOLEIIIa-2224",21,"Europe (EU)",6,"SOLEIIIa-2224_6",438,7,2,2010,NA,2090,1830,0.236,0.339,2600,2000,0.23,0.38,0.803846153846154,0.915,1.02608695652174,0.892105263157895,409.434428300828,552.287561120854,2090,0.236,2600,0.23,0.803846153846154,1.02608695652174,409.434428300828,1,7
"FMEG8c9a",4,"Europe (EU)",1,"FMEG8c9a_1",64,2,1,2010,NA,6650,4800,0.219,0.343,NA,NA,0.18,0.18,NA,NA,1.21666666666667,1.90555555555556,995.836560981079,718.799322211907,5730,0.27,4600,0.193,1.24565217391304,1.39896373056995,914.459181506288,1,7
"FMEG8c9a",4,"Europe (EU)",2,"FMEG8c9a_2",75,3,1,2010,NA,6070,4800,0.258,0.343,4600,NA,0.17,0.18,1.3195652173913,NA,1.51764705882353,1.90555555555556,948.954563259951,718.799322211907,5730,0.27,4600,0.193,1.24565217391304,1.39896373056995,914.459181506288,1,7
"FMEG8c9a",4,"Europe (EU)",3,"FMEG8c9a_3",78,4,1,2010,NA,5970,4800,0.263,0.343,4600,NA,0.17,0.18,1.29782608695652,NA,1.54705882352941,1.90555555555556,848.307372530132,718.799322211907,5730,0.27,4600,0.193,1.24565217391304,1.39896373056995,914.459181506288,1,7
"FMEG8c9a",4,"Europe (EU)",4,"FMEG8c9a_4",79,5,1,2010,NA,5710,4800,0.271,0.343,4600,NA,0.19,0.18,1.24130434782609,NA,1.42631578947368,1.90555555555556,898.361530402413,718.799322211907,5730,0.27,4600,0.193,1.24565217391304,1.39896373056995,914.459181506288,1,7
"FMEG8c9a",4,"Europe (EU)",5,"FMEG8c9a_5",80,6,2,2010,NA,5790,4800,0.267,0.343,4600,NA,0.19,0.18,1.25869565217391,NA,1.40526315789474,1.90555555555556,910.948031704023,718.799322211907,5730,0.27,4600,0.193,1.24565217391304,1.39896373056995,914.459181506288,1,7
"FMEG8c9a",4,"Europe (EU)",6,"FMEG8c9a_6",81,7,2,2010,NA,5730,4800,0.27,0.343,4600,NA,0.193,0.18,1.24565217391304,NA,1.39896373056995,1.90555555555556,914.459181506288,718.799322211907,5730,0.27,4600,0.193,1.24565217391304,1.39896373056995,914.459181506288,1,7
"HAKESOTH",7,"Europe (EU)",1,"HAKESOTH_1",127,2,1,2010,NA,14700,18700,0.695,0.521,NA,NA,0.24,0.24,NA,NA,2.89583333333333,2.17083333333333,3136.57044232166,3990.05899805545,14100,0.73,11100,0.25,1.27027027027027,2.92,3118.90895869319,1,7
"HAKESOTH",7,"Europe (EU)",2,"HAKESOTH_2",138,3,1,2010,NA,13900,18700,0.737,0.521,NA,NA,0.24,0.24,NA,NA,3.07083333333333,2.17083333333333,2965.87273117491,3990.05899805545,14100,0.73,11100,0.25,1.27027027027027,2.92,3118.90895869319,1,7
"HAKESOTH",7,"Europe (EU)",3,"HAKESOTH_3",141,4,1,2010,NA,12900,18700,0.788,0.521,NA,NA,0.24,0.24,NA,NA,3.28333333333333,2.17083333333333,2286.72289869175,3990.05899805545,14100,0.73,11100,0.25,1.27027027027027,2.92,3118.90895869319,1,7
"HAKESOTH",7,"Europe (EU)",4,"HAKESOTH_4",142,5,1,2010,NA,14600,18700,0.707,0.521,11100,NA,0.25,0.24,1.31531531531532,NA,2.828,2.17083333333333,3229.50856715749,3990.05899805545,14100,0.73,11100,0.25,1.27027027027027,2.92,3118.90895869319,1,7
"HAKESOTH",7,"Europe (EU)",5,"HAKESOTH_5",143,6,2,2010,NA,14300,18700,0.722,0.521,11100,NA,0.25,0.24,1.28828828828829,NA,2.888,2.17083333333333,3163.14880207891,3990.05899805545,14100,0.73,11100,0.25,1.27027027027027,2.92,3118.90895869319,1,7
"HAKESOTH",7,"Europe (EU)",6,"HAKESOTH_6",144,7,2,2010,NA,14100,18700,0.73,0.521,11100,NA,0.25,0.24,1.27027027027027,NA,2.92,2.17083333333333,3118.90895869319,3990.05899805545,14100,0.73,11100,0.25,1.27027027027027,2.92,3118.90895869319,1,7
"MEG8c9a",13,"Europe (EU)",1,"MEG8c9a_1",253,2,1,2010,NA,761,717,0.0847,0.0759,NA,NA,0.17,0.17,NA,NA,0.498235294117647,0.446470588235294,108.134323366069,101.882141725981,724,0.0757,980,0.191,0.738775510204082,0.396335078534031,114.453827371516,1,7
"MEG8c9a",13,"Europe (EU)",2,"MEG8c9a_2",264,3,1,2010,NA,755,717,0.078,0.0759,NA,NA,0.17,0.17,NA,NA,0.458823529411765,0.446470588235294,118.03306346973,101.882141725981,724,0.0757,980,0.191,0.738775510204082,0.396335078534031,114.453827371516,1,7
"MEG8c9a",13,"Europe (EU)",3,"MEG8c9a_3",267,4,1,2010,NA,765,717,0.0719,0.0759,910,NA,0.17,0.17,0.840659340659341,NA,0.422941176470588,0.446470588235294,108.702703515168,101.882141725981,724,0.0757,980,0.191,0.738775510204082,0.396335078534031,114.453827371516,1,7
"MEG8c9a",13,"Europe (EU)",4,"MEG8c9a_4",268,5,1,2010,NA,745,717,0.0733,0.0759,980,NA,0.19,0.17,0.760204081632653,NA,0.385789473684211,0.446470588235294,117.211793371243,101.882141725981,724,0.0757,980,0.191,0.738775510204082,0.396335078534031,114.453827371516,1,7
"MEG8c9a",13,"Europe (EU)",5,"MEG8c9a_5",269,6,2,2010,NA,733,717,0.0745,0.0759,980,NA,0.19,0.17,0.747959183673469,NA,0.392105263157895,0.446470588235294,115.323818176002,101.882141725981,724,0.0757,980,0.191,0.738775510204082,0.396335078534031,114.453827371516,1,7
"MEG8c9a",13,"Europe (EU)",6,"MEG8c9a_6",270,7,2,2010,NA,724,717,0.0757,0.0759,980,NA,0.191,0.17,0.738775510204082,NA,0.396335078534031,0.446470588235294,114.453827371516,101.882141725981,724,0.0757,980,0.191,0.738775510204082,0.396335078534031,114.453827371516,1,7
"SOLEVIIe",25,"Europe (EU)",1,"SOLEVIIe_1",505,2,1,2010,NA,3420,2760,0.208,0.247,2800,2800,0.27,0.27,1.22142857142857,0.985714285714286,0.77037037037037,0.914814814814815,771.82680834991,622.877775159577,3420,0.212,2900,0.291,1.17931034482759,0.72852233676976,823.715961909408,1,7
"SOLEVIIe",25,"Europe (EU)",2,"SOLEVIIe_2",516,3,1,2010,NA,3370,2760,0.214,0.247,2800,2800,0.27,0.27,1.20357142857143,0.985714285714286,0.792592592592593,0.914814814814815,760.542790683976,622.877775159577,3420,0.212,2900,0.291,1.17931034482759,0.72852233676976,823.715961909408,1,7
"SOLEVIIe",25,"Europe (EU)",3,"SOLEVIIe_3",519,4,1,2010,NA,3900,2760,0.185,0.247,2800,2800,0.27,0.27,1.39285714285714,0.985714285714286,0.685185185185185,0.914814814814815,880.15337794288,622.877775159577,3420,0.212,2900,0.291,1.17931034482759,0.72852233676976,823.715961909408,1,7
"SOLEVIIe",25,"Europe (EU)",4,"SOLEVIIe_4",520,5,1,2010,NA,3770,2760,0.192,0.247,2900,2800,0.29,0.27,1.3,0.985714285714286,0.662068965517241,0.914814814814815,905.317228490145,622.877775159577,3420,0.212,2900,0.291,1.17931034482759,0.72852233676976,823.715961909408,1,7
"SOLEVIIe",25,"Europe (EU)",5,"SOLEVIIe_5",521,6,2,2010,NA,3620,2760,0.2,0.247,2900,2800,0.291,0.27,1.24827586206897,0.985714285714286,0.687285223367698,0.914814814814815,913.99324557451,622.877775159577,3420,0.212,2900,0.291,1.17931034482759,0.72852233676976,823.715961909408,1,7
"SOLEVIIe",25,"Europe (EU)",6,"SOLEVIIe_6",522,7,2,2010,NA,3420,2760,0.212,0.247,2900,2800,0.291,0.27,1.17931034482759,0.985714285714286,0.72852233676976,0.914814814814815,823.715961909408,622.877775159577,3420,0.212,2900,0.291,1.17931034482759,0.72852233676976,823.715961909408,1,7
"PLAICNS",14,"Europe (EU)",1,"PLAICNS_1",274,2,1,2010,NA,500000,461000,0.207,0.24,230000,NA,0.25,0.25,2.17391304347826,NA,0.828,0.96,105468.539386174,97241.9933140522,554000,0.196,290203,0.21,1.90900852162107,0.933333333333333,100034.777783439,1,7
"PLAICNS",14,"Europe (EU)",2,"PLAICNS_2",285,3,1,2010,NA,465000,461000,0.22,0.24,230000,NA,0.25,0.25,2.02173913043478,NA,0.88,0.96,102857.635871797,97241.9933140522,554000,0.196,290203,0.21,1.90900852162107,0.933333333333333,100034.777783439,1,7
"PLAICNS",14,"Europe (EU)",3,"PLAICNS_3",288,4,1,2010,NA,552000,461000,0.21,0.24,230000,NA,0.19,0.25,2.4,NA,1.10526315789474,0.96,95518.558063264,97241.9933140522,554000,0.196,290203,0.21,1.90900852162107,0.933333333333333,100034.777783439,1,7
"PLAICNS",14,"Europe (EU)",4,"PLAICNS_4",289,5,1,2010,NA,524000,461000,0.221,0.24,230000,NA,0.19,0.25,2.27826086956522,NA,1.16315789473684,0.96,90673.4138136782,97241.9933140522,554000,0.196,290203,0.21,1.90900852162107,0.933333333333333,100034.777783439,1,7
"PLAICNS",14,"Europe (EU)",5,"PLAICNS_5",290,6,2,2010,NA,550000,461000,0.202,0.24,290203,NA,0.21,0.25,1.89522506659132,NA,0.961904761904762,0.96,99312.50501966,97241.9933140522,554000,0.196,290203,0.21,1.90900852162107,0.933333333333333,100034.777783439,1,7
"PLAICNS",14,"Europe (EU)",6,"PLAICNS_6",291,7,2,2010,NA,554000,461000,0.196,0.24,290203,NA,0.21,0.25,1.90900852162107,NA,0.933333333333333,0.96,100034.777783439,97241.9933140522,554000,0.196,290203,0.21,1.90900852162107,0.933333333333333,100034.777783439,1,7
"SOLENS",23,"Europe (EU)",1,"SOLENS_1",463,2,1,2010,NA,31700,35200,0.375,0.34,35000,NA,0.22,0.22,0.905714285714286,NA,1.70454545454545,1.54545454545455,5968.23942327525,6627.19330281668,30900,0.437,37000,0.2,0.835135135135135,2.185,5339.14465395661,1,7
"SOLENS",23,"Europe (EU)",2,"SOLENS_2",474,3,1,2010,NA,30200,35200,0.391,0.34,35000,NA,0.22,0.22,0.862857142857143,NA,1.77727272727273,1.54545454545455,5963.93230153315,6627.19330281668,30900,0.437,37000,0.2,0.835135135135135,2.185,5339.14465395661,1,7
"SOLENS",23,"Europe (EU)",3,"SOLENS_3",477,4,1,2010,NA,29200,35200,0.441,0.34,37000,NA,0.2,0.22,0.789189189189189,NA,2.205,1.54545454545455,5045.40530406256,6627.19330281668,30900,0.437,37000,0.2,0.835135135135135,2.185,5339.14465395661,1,7
"SOLENS",23,"Europe (EU)",4,"SOLENS_4",478,5,1,2010,NA,31000,35200,0.425,0.34,37000,NA,0.2,0.22,0.837837837837838,NA,2.125,1.54545454545455,5619.34665458256,6627.19330281668,30900,0.437,37000,0.2,0.835135135135135,2.185,5339.14465395661,1,7
"SOLENS",23,"Europe (EU)",5,"SOLENS_5",479,6,2,2010,NA,31400,35200,0.457,0.34,37000,NA,0.2,0.22,0.848648648648649,NA,2.285,1.54545454545455,5425.53858039604,6627.19330281668,30900,0.437,37000,0.2,0.835135135135135,2.185,5339.14465395661,1,7
"SOLENS",23,"Europe (EU)",6,"SOLENS_6",480,7,2,2010,NA,30900,35200,0.437,0.34,37000,NA,0.2,0.22,0.835135135135135,NA,2.185,1.54545454545455,5339.14465395661,6627.19330281668,30900,0.437,37000,0.2,0.835135135135135,2.185,5339.14465395661,1,7
"SOLEVIId",24,"Europe (EU)",1,"SOLEVIId_1",484,2,1,2010,NA,9150,10200,0.491,0.456,8000,8000,0.29,0.29,1.14375,1.275,1.69310344827586,1.57241379310345,2197.25534235672,2449.399398037,15300,0.31,19251,0.256,0.794763908368396,1.2109375,3295.47427264765,1,7
"SOLEVIId",24,"Europe (EU)",2,"SOLEVIId_2",495,3,1,2010,NA,9130,10200,0.489,0.456,8000,8000,0.29,0.29,1.14125,1.275,1.68620689655172,1.57241379310345,2192.452598439,2449.399398037,15300,0.31,19251,0.256,0.794763908368396,1.2109375,3295.47427264765,1,7
"SOLEVIId",24,"Europe (EU)",3,"SOLEVIId_3",498,4,1,2010,NA,8990,10200,0.49,0.456,8000,8000,0.3,0.29,1.12375,1.275,1.63333333333333,1.57241379310345,2330.04419607136,2449.399398037,15300,0.31,19251,0.256,0.794763908368396,1.2109375,3295.47427264765,1,7
"SOLEVIId",24,"Europe (EU)",4,"SOLEVIId_4",499,5,1,2010,NA,9140,10200,0.48,0.456,8000,8000,0.3,0.29,1.1425,1.275,1.6,1.57241379310345,2368.9214629691,2449.399398037,15300,0.31,19251,0.256,0.794763908368396,1.2109375,3295.47427264765,1,7
"SOLEVIId",24,"Europe (EU)",5,"SOLEVIId_5",500,6,2,2010,NA,15200,10200,0.31,0.456,19251,8000,0.256,0.29,0.789569373019583,1.275,1.2109375,1.57241379310345,3273.93522511401,2449.399398037,15300,0.31,19251,0.256,0.794763908368396,1.2109375,3295.47427264765,1,7
"SOLEVIId",24,"Europe (EU)",6,"SOLEVIId_6",501,7,2,2010,NA,15300,10200,0.31,0.456,19251,8000,0.256,0.29,0.794763908368396,1.275,1.2109375,1.57241379310345,3295.47427264765,2449.399398037,15300,0.31,19251,0.256,0.794763908368396,1.2109375,3295.47427264765,1,7
"CODICE",2,"Europe (non-EU)",1,"CODICE_1",22,1,1,2011,NA,367000,367000,0.282,0.28,220000,220000,0.2,0.2,1.66818181818182,1.66818181818182,NA,0.91,73400,73400,365000,0.29,220000,0.2,1.65909090909091,NA,73000,1,7
"CODICE",2,"Europe (non-EU)",2,"CODICE_2",33,2,1,2011,NA,365000,367000,0.28,0.28,220000,220000,0.2,0.2,1.65909090909091,1.66818181818182,NA,0.91,73000,73400,365000,0.29,220000,0.2,1.65909090909091,NA,73000,1,7
"CODICE",2,"Europe (non-EU)",3,"CODICE_3",36,3,1,2011,NA,367000,367000,0.284,0.28,220000,220000,0.2,0.2,1.66818181818182,1.66818181818182,NA,0.91,73400,73400,365000,0.29,220000,0.2,1.65909090909091,NA,73000,1,7
"CODICE",2,"Europe (non-EU)",4,"CODICE_4",37,4,1,2011,NA,369000,367000,0.29,0.28,220000,220000,0.2,0.2,1.67727272727273,1.66818181818182,NA,0.91,73800,73400,365000,0.29,220000,0.2,1.65909090909091,NA,73000,1,7
"CODICE",2,"Europe (non-EU)",5,"CODICE_5",38,5,1,2011,NA,358000,367000,0.3,0.28,220000,220000,0.2,0.2,1.62727272727273,1.66818181818182,NA,0.91,71600,73400,365000,0.29,220000,0.2,1.65909090909091,NA,73000,1,7
"CODICE",2,"Europe (non-EU)",6,"CODICE_6",39,6,2,2011,NA,365000,367000,0.29,0.28,220000,220000,0.2,0.2,1.65909090909091,1.66818181818182,NA,0.91,73000,73400,365000,0.29,220000,0.2,1.65909090909091,NA,73000,1,7
"HADFAPL",5,"Europe (non-EU)",1,"HADFAPL_1",85,1,1,2011,NA,13500,15200,0.343,0.261,35000,35000,0.25,0.25,0.385714285714286,0.434285714285714,1.372,1.044,2717.7888628367,3060.02894186058,9110,0.434,22843,0.165,0.398809263231625,2.63030303030303,1259.36521707607,1,7
"HADFAPL",5,"Europe (non-EU)",2,"HADFAPL_2",96,2,1,2011,NA,14600,15200,0.304,0.261,35000,35000,0.25,0.25,0.417142857142857,0.434285714285714,1.216,1.044,3229.50856715749,3060.02894186058,9110,0.434,22843,0.165,0.398809263231625,2.63030303030303,1259.36521707607,1,7
"HADFAPL",5,"Europe (non-EU)",3,"HADFAPL_3",99,3,1,2011,NA,12700,15200,0.361,0.261,35000,35000,0.25,0.25,0.362857142857143,0.434285714285714,1.444,1.044,2556.73470800193,3060.02894186058,9110,0.434,22843,0.165,0.398809263231625,2.63030303030303,1259.36521707607,1,7
"HADFAPL",5,"Europe (non-EU)",4,"HADFAPL_4",100,4,1,2011,NA,11900,15200,0.378,0.261,35000,35000,0.25,0.25,0.34,0.434285714285714,1.512,1.044,2395.68055316716,3060.02894186058,9110,0.434,22843,0.165,0.398809263231625,2.63030303030303,1259.36521707607,1,7
"HADFAPL",5,"Europe (non-EU)",5,"HADFAPL_5",101,5,1,2011,NA,9600,15200,0.4,0.261,22843,35000,0.165,0.25,0.420260035897211,0.434285714285714,2.42424242424242,1.044,1327.10275345009,3060.02894186058,9110,0.434,22843,0.165,0.398809263231625,2.63030303030303,1259.36521707607,1,7
"HADFAPL",5,"Europe (non-EU)",6,"HADFAPL_6",102,6,2,2011,NA,9110,15200,0.434,0.261,22843,35000,0.165,0.25,0.398809263231625,0.434285714285714,2.63030303030303,1.044,1259.36521707607,3060.02894186058,9110,0.434,22843,0.165,0.398809263231625,2.63030303030303,1259.36521707607,1,7
"HERRIsum",9,"Europe (non-EU)",1,"HERRIsum_1",169,2,1,2010,NA,400000,386000,0.114,0.13,300000,300000,0.22,0.22,1.33333333333333,1.28666666666667,0.518181818181818,0.590909090909091,75309.014804735,72673.1992865693,455000,0.0999,273000,0.22,1.66666666666667,0.454090909090909,89853.9469270723,1,7
"HERRIsum",9,"Europe (non-EU)",2,"HERRIsum_2",180,3,1,2010,NA,452000,386000,0.0998,0.13,300000,300000,0.22,0.22,1.50666666666667,1.28666666666667,0.453636363636364,0.590909090909091,85099.1867293505,72673.1992865693,455000,0.0999,273000,0.22,1.66666666666667,0.454090909090909,89853.9469270723,1,7
"HERRIsum",9,"Europe (non-EU)",3,"HERRIsum_3",183,4,1,2010,NA,453000,386000,0.0999,0.13,300000,300000,0.22,0.22,1.51,1.28666666666667,0.454090909090909,0.590909090909091,85287.4592663624,72673.1992865693,455000,0.0999,273000,0.22,1.66666666666667,0.454090909090909,89853.9469270723,1,7
"HERRIsum",9,"Europe (non-EU)",4,"HERRIsum_4",184,5,1,2010,NA,467000,386000,0.096,0.13,273000,300000,0.22,0.22,1.71062271062271,1.28666666666667,0.436363636363636,0.590909090909091,92223.7213515225,72673.1992865693,455000,0.0999,273000,0.22,1.66666666666667,0.454090909090909,89853.9469270723,1,7
"HERRIsum",9,"Europe (non-EU)",5,"HERRIsum_5",185,6,2,2010,NA,459000,386000,0.0983,0.13,273000,300000,0.22,0.22,1.68131868131868,1.28666666666667,0.446818181818182,0.590909090909091,90643.8717352224,72673.1992865693,455000,0.0999,273000,0.22,1.66666666666667,0.454090909090909,89853.9469270723,1,7
"HERRIsum",9,"Europe (non-EU)",6,"HERRIsum_6",186,7,2,2010,NA,455000,386000,0.0999,0.13,273000,300000,0.22,0.22,1.66666666666667,1.28666666666667,0.454090909090909,0.590909090909091,89853.9469270723,72673.1992865693,455000,0.0999,273000,0.22,1.66666666666667,0.454090909090909,89853.9469270723,1,7
"POLLIEG",16,"Europe (non-EU)",1,"POLLIEG_1",316,1,1,2011,NA,135000,112000,0.2,0.26,65000,65000,0.2,0.2,2.07692307692308,1.72307692307692,NA,1.09,27000,22400,127000,0.208,65000,0.2,1.95384615384615,NA,25400,1,7
"POLLIEG",16,"Europe (non-EU)",2,"POLLIEG_2",327,2,1,2011,NA,127000,112000,0.224,0.26,65000,65000,0.2,0.2,1.95384615384615,1.72307692307692,NA,1.09,25400,22400,127000,0.208,65000,0.2,1.95384615384615,NA,25400,1,7
"POLLIEG",16,"Europe (non-EU)",3,"POLLIEG_3",330,3,1,2011,NA,122000,112000,0.242,0.26,65000,65000,0.2,0.2,1.87692307692308,1.72307692307692,NA,1.09,24400,22400,127000,0.208,65000,0.2,1.95384615384615,NA,25400,1,7
"POLLIEG",16,"Europe (non-EU)",4,"POLLIEG_4",331,4,1,2011,NA,120000,112000,0.252,0.26,65000,65000,0.2,0.2,1.84615384615385,1.72307692307692,NA,1.09,24000,22400,127000,0.208,65000,0.2,1.95384615384615,NA,25400,1,7
"POLLIEG",16,"Europe (non-EU)",5,"POLLIEG_5",332,5,1,2011,NA,123000,112000,0.248,0.26,65000,65000,0.2,0.2,1.89230769230769,1.72307692307692,NA,1.09,24600,22400,127000,0.208,65000,0.2,1.95384615384615,NA,25400,1,7
"POLLIEG",16,"Europe (non-EU)",6,"POLLIEG_6",333,6,2,2011,NA,127000,112000,0.208,0.26,65000,65000,0.2,0.2,1.95384615384615,1.72307692307692,NA,1.09,25400,22400,127000,0.208,65000,0.2,1.95384615384615,NA,25400,1,7
"HERR2224IIIa",8,"Europe (EU)",1,"HERR2224IIIa_1",148,2,1,2010,NA,137000,164000,0.308029197080292,0.258,110000,110000,0.28,0.25,0.801818181818182,0.865454545454545,1.32142857142857,1.208,33457.6274205656,36276.6715762896,130000,0.324615384615385,110000,0.31,0.708181818181818,1.34193548387097,34651.8956908424,1,7
"HERR2224IIIa",8,"Europe (EU)",2,"HERR2224IIIa_2",159,3,1,2010,NA,152000,164000,0.277631578947368,0.258,110000,110000,0.28,0.25,0.81,0.865454545454545,1.35357142857143,1.208,37120.8712987297,36276.6715762896,130000,0.324615384615385,110000,0.31,0.708181818181818,1.34193548387097,34651.8956908424,1,7
"HERR2224IIIa",8,"Europe (EU)",3,"HERR2224IIIa_3",162,4,1,2010,NA,155000,164000,0.272258064516129,0.258,110000,110000,0.32,0.25,0.836363636363636,0.865454545454545,1.128125,1.208,42446.8992535779,36276.6715762896,130000,0.324615384615385,110000,0.31,0.708181818181818,1.34193548387097,34651.8956908424,1,7
"HERR2224IIIa",8,"Europe (EU)",4,"HERR2224IIIa_4",163,5,1,2010,NA,157000,164000,0.268789808917197,0.258,110000,110000,0.32,0.25,0.850909090909091,0.865454545454545,1.09375,1.208,42994.6011794305,36276.6715762896,130000,0.324615384615385,110000,0.31,0.708181818181818,1.34193548387097,34651.8956908424,1,7
"HERR2224IIIa",8,"Europe (EU)",5,"HERR2224IIIa_5",164,6,2,2010,NA,152000,164000,0.277631578947368,0.258,110000,110000,0.32,0.25,0.824545454545455,0.865454545454545,1.13125,1.208,41625.346364799,36276.6715762896,130000,0.324615384615385,110000,0.31,0.708181818181818,1.34193548387097,34651.8956908424,1,7
"HERR2224IIIa",8,"Europe (EU)",6,"HERR2224IIIa_6",165,7,2,2010,NA,130000,164000,0.324615384615385,0.258,110000,110000,0.31,0.25,0.708181818181818,0.865454545454545,1.34193548387097,1.208,34651.8956908424,36276.6715762896,130000,0.324615384615385,110000,0.31,0.708181818181818,1.34193548387097,34651.8956908424,1,7
"HERRNIRS",10,"Europe (EU)",1,"HERRNIRS_1",190,2,1,2010,NA,29300,31400,0.166894197952218,0.156,9500,NA,0.26,NA,2.13684210526316,NA,0.934615384615385,NA,6708.18853595551,NA,61500,0.0795121951219512,11831,0.266,2.16380694784887,0.781954887218045,14363.9936586873,1,7
"HERRNIRS",10,"Europe (EU)",2,"HERRNIRS_2",201,3,1,2010,NA,46400,31400,0.105387931034483,0.156,9500,NA,0.26,NA,2.04210526315789,NA,0.957692307692308,NA,10623.2064187145,NA,61500,0.0795121951219512,11831,0.266,2.16380694784887,0.781954887218045,14363.9936586873,1,7
"HERRNIRS",10,"Europe (EU)",3,"HERRNIRS_3",204,4,1,2010,NA,46800,31400,0.104487179487179,0.156,9500,NA,0.26,NA,2.04210526315789,NA,0.992307692307692,NA,10714.7857843931,NA,61500,0.0795121951219512,11831,0.266,2.16380694784887,0.781954887218045,14363.9936586873,1,7
"HERRNIRS",10,"Europe (EU)",4,"HERRNIRS_4",205,5,1,2010,NA,42400,31400,0.115330188679245,0.156,9500,NA,0.26,NA,1.86315789473684,NA,1.02307692307692,NA,9707.41276192879,NA,61500,0.0795121951219512,11831,0.266,2.16380694784887,0.781954887218045,14363.9936586873,1,7
"HERRNIRS",10,"Europe (EU)",5,"HERRNIRS_5",206,6,2,2010,NA,58100,31400,0.0841652323580034,0.156,11831,NA,0.266,NA,2.03702138449835,NA,0.793233082706767,NA,13569.8866921908,NA,61500,0.0795121951219512,11831,0.266,2.16380694784887,0.781954887218045,14363.9936586873,1,7
"HERRNIRS",10,"Europe (EU)",6,"HERRNIRS_6",207,7,2,2010,NA,61500,31400,0.0795121951219512,0.156,11831,NA,0.266,NA,2.16380694784887,NA,0.781954887218045,NA,14363.9936586873,NA,61500,0.0795121951219512,11831,0.266,2.16380694784887,0.781954887218045,14363.9936586873,1,7
"HERRNS-IIIa-VIId",11,"Europe (EU)",1,"HERRNS-IIIa-VIId_1",211,2,1,2010,NA,3930000,2860000,0.0493638676844784,0.0656,1000000,1000000,0.27,0.25,1.86,1.3,0.311851851851852,0.472,929918.587256167,632629.760415782,4420000,0.0425339366515837,1000000,0.26,2.02,0.289230769230769,1011951.99074824,1,7
"HERRNS-IIIa-VIId",11,"Europe (EU)",2,"HERRNS-IIIa-VIId_2",222,3,1,2010,NA,4080000,2860000,0.046078431372549,0.0656,1000000,1000000,0.27,0.25,1.94,1.3,0.297407407407407,0.472,965411.663105639,632629.760415782,4420000,0.0425339366515837,1000000,0.26,2.02,0.289230769230769,1011951.99074824,1,7
"HERRNS-IIIa-VIId",11,"Europe (EU)",3,"HERRNS-IIIa-VIId_3",225,4,1,2010,NA,4160000,2860000,0.0451923076923077,0.0656,1000000,1000000,0.27,0.25,1.97,1.3,0.292962962962963,0.472,984341.303558691,632629.760415782,4420000,0.0425339366515837,1000000,0.26,2.02,0.289230769230769,1011951.99074824,1,7
"HERRNS-IIIa-VIId",11,"Europe (EU)",4,"HERRNS-IIIa-VIId_4",226,5,1,2010,NA,3610000,2860000,0.0520775623268698,0.0656,1000000,1000000,0.33,0.25,1.74,1.3,0.272727272727273,0.472,1014685.32231075,632629.760415782,4420000,0.0425339366515837,1000000,0.26,2.02,0.289230769230769,1011951.99074824,1,7
