"assessid","stockid","mgmt","assessor","years","start_year","report_year","method","methodshort","methodlong","country","region","area","areaid","stocklong","class","order","family","genus","species","species_orig","comm_name","assess_if_mostrecent","assesssource","state_of_stock","primary_country","primary_FAOarea","assess_notes","M","M_year","M_notes","M_source","M_source_notes","B_start","B_end","F_start","F_end","C_start","C_end","terminal_year","assess_order","ty","ty_minus1","key_ty","key_ty_minus1","B_ty","B_ty_minus1","B_type","B_unit","TBbest_ty","TBbest_ty_minus1","TB_ty","TB_ty_minus1","TN_ty","TN_ty_minus1","SSB_ty","SSB_ty_minus1","SSB_E00eggs_ty","SSB_E00eggs_ty_minus1"
"WGDEEP-LINGI-II-1988-2014-ICESIMP2018","LINGI-II","ICES","WGDEEP","1988-2014",1988,2014,"Unknown","Unknown","Unknown","multinational","Europe (non-EU)","North-East Arctic","multinational-ICES-I-II","Ling North-East Arctic","Actinopterygii","Gadiformes","Lotidae","Molva","Molva molva","Molva molva","Ling",0,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/lin-arct.pdf","Current","Norway",27,"Imported from ICES data dump covering 2011-2018",NA,NA,NA,NA,NA,2000,2014,NA,NA,1988,2014,2014,2,2014,2013,"WGDEEP-LINGI-II-1988-2014-ICESIMP2018_2014","WGDEEP-LINGI-II-1988-2014-ICESIMP2018_2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WGDEEP-LINGI-II-1988-2016-ICESIMP2018","LINGI-II","ICES","WGDEEP","1988-2016",1988,2016,"Unknown","Unknown","Unknown","multinational","Europe (non-EU)","North-East Arctic","multinational-ICES-I-II","Ling North-East Arctic","Actinopterygii","Gadiformes","Lotidae","Molva","Molva molva","Molva molva","Ling",999,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/lin.27.1-2.pdf","Current","Norway",27,"Imported from ICES data dump covering 2011-2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,2016,2016,1,2014,2013,"WGDEEP-LINGI-II-1988-2016-ICESIMP2018_2014","WGDEEP-LINGI-II-1988-2016-ICESIMP2018_2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WGDEEP-LINGNEATL-1988-2014-ICESIMP2018","LINGNEATL","ICES","WGDEEP","1988-2014",1988,2014,"Unknown","Unknown","Unknown","multinational","Europe (EU)","Northeast Atlantic","multinational-ICES-IIIa-IVa-VI-VII-VIII-IX-XII-XIV","Ling Northeast Atlantic","Actinopterygii","Gadiformes","Lotidae","Molva","Molva molva","Molva molva","Ling",0,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/lin-oth.pdf","Current","Norway",27,"Imported from ICES data dump covering 2011-2018",NA,NA,NA,NA,NA,2000,2014,NA,NA,1988,2014,2014,2,2014,2013,"WGDEEP-LINGNEATL-1988-2014-ICESIMP2018_2014","WGDEEP-LINGNEATL-1988-2014-ICESIMP2018_2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WGDEEP-LINGNEATL-1988-2016-ICESIMP2018","LINGNEATL","ICES","WGDEEP","1988-2016",1988,2016,"Unknown","Unknown","Unknown","multinational","Europe (EU)","Northeast Atlantic","multinational-ICES-IIIa-IVa-VI-VII-VIII-IX-XII-XIV","Ling Northeast Atlantic","Actinopterygii","Gadiformes","Lotidae","Molva","Molva molva","Molva molva","Ling",999,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/lin.27.3a4a6-91214.pdf","Current","Norway",27,"Imported from ICES data dump covering 2011-2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,2016,2016,1,2014,2013,"WGDEEP-LINGNEATL-1988-2016-ICESIMP2018_2014","WGDEEP-LINGNEATL-1988-2016-ICESIMP2018_2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WGDEEP-LINGVa-1979-2014-ICESIMP2016","LINGVa","ICES","WGDEEP","1979-2014",1979,2014,"Unknown","Unknown","Unknown","multinational","Europe (non-EU)","Iceland Grounds","multinational-ICES-Va","Ling Iceland Grounds","Actinopterygii","Gadiformes","Lotidae","Molva","Molva molva","Molva molva","Ling",0,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2014/2014/lin-icel.pdf","Current","Iceland",27,"Imported from ICES data dump covering 2011-2016",NA,NA,NA,NA,NA,1982,2014,1982,2013,1982,2013,2013,5,2013,2012,"WGDEEP-LINGVa-1979-2014-ICESIMP2016_2013","WGDEEP-LINGVa-1979-2014-ICESIMP2016_2012",44200,35700,"SSB-MT","MT",75400,70600,75400,70600,NA,NA,44200,35700,NA,NA
"WGDEEP-LINGVa-1979-2017-ICESIMP2018","LINGVa","ICES","WGDEEP","1979-2017",1979,2017,"Unknown","Unknown","Unknown","multinational","Europe (non-EU)","Iceland Grounds","multinational-ICES-Va","Ling Iceland Grounds","Actinopterygii","Gadiformes","Lotidae","Molva","Molva molva","Molva molva","Ling",0,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/lin.27.5a.pdf","Current","Iceland",27,"Imported from ICES data dump covering 2011-2018",NA,NA,NA,NA,NA,1982,2017,1982,2016,1982,2016,2016,2,2013,2012,"WGDEEP-LINGVa-1979-2017-ICESIMP2018_2013","WGDEEP-LINGVa-1979-2017-ICESIMP2018_2012",36200,29700,"SSB-MT","MT",NA,NA,NA,NA,NA,NA,36200,29700,NA,NA
"WGDEEP-LINGVa-1979-2018-ICESIMP2018","LINGVa","ICES","WGDEEP","1979-2018",1979,2018,"Unknown","Unknown","Unknown","multinational","Europe (non-EU)","Iceland Grounds","multinational-ICES-Va","Ling Iceland Grounds","Actinopterygii","Gadiformes","Lotidae","Molva","Molva molva","Molva molva","Ling",999,"","Current","Iceland",27,"Imported from ICES data dump covering 2011-2018",NA,NA,NA,NA,NA,1982,2018,1982,2017,1982,2017,2017,1,2013,2012,"WGDEEP-LINGVa-1979-2018-ICESIMP2018_2013","WGDEEP-LINGVa-1979-2018-ICESIMP2018_2012",32200,27400,"SSB-MT","MT",NA,NA,NA,NA,NA,NA,32200,27400,NA,NA
"WGDEEP-LINGVa-1982-2015-ICESIMP2016","LINGVa","ICES","WGDEEP","1982-2015",1982,2015,"Unknown","Unknown","Unknown","multinational","Europe (non-EU)","Iceland Grounds","multinational-ICES-Va","Ling Iceland Grounds","Actinopterygii","Gadiformes","Lotidae","Molva","Molva molva","Molva molva","Ling",0,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/lin-icel.pdf","Current","Iceland",27,"Imported from ICES data dump covering 2011-2016",NA,NA,NA,NA,NA,1982,2015,1982,2014,1982,2014,2014,4,2013,2012,"WGDEEP-LINGVa-1982-2015-ICESIMP2016_2013","WGDEEP-LINGVa-1982-2015-ICESIMP2016_2012",50300,40400,"SSB-MT","MT",87300,80800,87300,80800,NA,NA,50300,40400,NA,NA
"WGDEEP-LINGVa-1982-2016-ICESIMP2016","LINGVa","ICES","WGDEEP","1982-2016",1982,2016,"Unknown","Unknown","Unknown","multinational","Europe (non-EU)","Iceland Grounds","multinational-ICES-Va","Ling Iceland Grounds","Actinopterygii","Gadiformes","Lotidae","Molva","Molva molva","Molva molva","Ling",0,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2016/2016/lin-icel.pdf","Current","Iceland",27,"Imported from ICES data dump covering 2011-2016",NA,NA,NA,NA,NA,1982,2016,1982,2015,1982,2015,2015,3,2013,2012,"WGDEEP-LINGVa-1982-2016-ICESIMP2016_2013","WGDEEP-LINGVa-1982-2016-ICESIMP2016_2012",31900,26500,"SSB-MT","MT",57700,53900,57700,53900,NA,NA,31900,26500,NA,NA
"WGDEEP-LINGVb-1965-2014-ICESIMP2018","LINGVb","ICES","WGDEEP","1965-2014",1965,2014,"Unknown","Unknown","Unknown","multinational","Europe (non-EU)","Faroe Grounds","multinational-ICES-Vb","Ling Faroe Grounds","Actinopterygii","Gadiformes","Lotidae","Molva","Molva molva","Molva molva","Ling",0,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/lin-faro.pdf","Current","Faroe Islands",27,"Imported from ICES data dump covering 2011-2018",NA,NA,NA,NA,NA,1996,2014,NA,NA,1965,2014,2014,2,2014,2013,"WGDEEP-LINGVb-1965-2014-ICESIMP2018_2014","WGDEEP-LINGVb-1965-2014-ICESIMP2018_2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WGDEEP-LINGVb-1988-2016-ICESIMP2018","LINGVb","ICES","WGDEEP","1988-2016",1988,2016,"Unknown","Unknown","Unknown","multinational","Europe (non-EU)","Faroe Grounds","multinational-ICES-Vb","Ling Faroe Grounds","Actinopterygii","Gadiformes","Lotidae","Molva","Molva molva","Molva molva","Ling",999,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/lin.27.5b.pdf","Current","Faroe Islands",27,"Imported from ICES data dump covering 2011-2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,2016,2016,1,2014,2013,"WGDEEP-LINGVb-1988-2016-ICESIMP2018_2014","WGDEEP-LINGVb-1988-2016-ICESIMP2018_2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DFO-LOBSTERLFA41-1981-2012-WATSON","LOBSTERLFA41","DFO","DFO","1981-2012",1981,2012,"Survey index","SURBA","Survey based stock assessment method","Canada","Canada East Coast","Lobster Fishing Area 41","Canada-DFO-LFA41","American lobster Lobster Fishing Area 41","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus","Homarus americanus","American lobster",0,"http://www.dfo-mpo.gc.ca/csas-sccs/Publications/ResDocs-DocRech/2015/2015_066-eng.pdf","Current","Canada",21,"NULL",NA,NA,NA,NA,NA,1996,2012,NA,NA,1981,2011,2011,2,2011,2010,"DFO-LOBSTERLFA41-1981-2012-WATSON_2011","DFO-LOBSTERLFA41-1981-2012-WATSON_2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DFO-MAR-LOBSTERLFA41-1969-2016-ASHBROOK","LOBSTERLFA41","DFO","DFO-MAR","1969-2016",1969,2016,"Survey index","SURBA","Survey based stock assessment method","Canada","Canada East Coast","Lobster Fishing Area 41","Canada-DFO-LFA41","American lobster Lobster Fishing Area 41","Malacostraca","Decapoda","Nephropidae","Homarus","Homarus americanus","Homarus americanus","American lobster",999,"http://publications.gc.ca/collections/collection_2018/mpo-dfo/fs70-6/Fs70-6-2018-004-eng.pdf","Current","Canada",21,"Fishery minimum legal size is 8.25 cm carapace length",NA,NA,NA,NA,NA,NA,NA,NA,NA,1985,2016,2016,1,2011,2010,"DFO-MAR-LOBSTERLFA41-1969-2016-ASHBROOK_2011","DFO-MAR-LOBSTERLFA41-1969-2016-ASHBROOK_2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WGEF-LSDOGIIIa-IV-VIId-1993-2014-ICESIMP2018","LSDOGIIIa-IV-VIId","ICES","WGEF","1993-2014",1993,2014,"Unknown","Unknown","Unknown","multinational","Europe (EU)","ICES 3a-4-7d","multinational-ICES-IIIa-IV-VIId","Lesser spotted dogfish ICES 3a-4-7d","Chondrichthyes","Carcharhiniformes","Scyliorhinidae","Scyliorhinus","Scyliorhinus canicula","Scyliorhinus canicula","Lesser spotted dogfish",0,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/syc-347d.pdf","Current","France",27,"Imported from ICES data dump covering 2011-2018",NA,NA,NA,NA,NA,1993,2014,NA,NA,NA,NA,2014,2,2014,2013,"WGEF-LSDOGIIIa-IV-VIId-1993-2014-ICESIMP2018_2014","WGEF-LSDOGIIIa-IV-VIId-1993-2014-ICESIMP2018_2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WGEF-LSDOGIIIa-IV-VIId-2005-2016-ICESIMP2018","LSDOGIIIa-IV-VIId","ICES","WGEF","2005-2016",2005,2016,"Unknown","Unknown","Unknown","multinational","Europe (EU)","ICES 3a-4-7d","multinational-ICES-IIIa-IV-VIId","Lesser spotted dogfish ICES 3a-4-7d","Chondrichthyes","Carcharhiniformes","Scyliorhinidae","Scyliorhinus","Scyliorhinus canicula","Scyliorhinus canicula","Lesser spotted dogfish",999,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/syc.27.3a47d.pdf","Current","France",27,"Imported from ICES data dump covering 2011-2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,2016,2016,1,2014,2013,"WGEF-LSDOGIIIa-IV-VIId-2005-2016-ICESIMP2018_2014","WGEF-LSDOGIIIa-IV-VIId-2005-2016-ICESIMP2018_2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WGEF-LSDOGVI-VIIabcefghij-2003-2014-ICESIMP2018","LSDOGVI-VIIabcefghij","ICES","WGEF","2003-2014",2003,2014,"Unknown","Unknown","Unknown","multinational","Europe (EU)","ICES 6-7abcefghij","multinational-ICES-VI-VIIabcefghij","Lesser spotted dogfish ICES 6-7abcefghij","Chondrichthyes","Carcharhiniformes","Scyliorhinidae","Scyliorhinus","Scyliorhinus canicula","Scyliorhinus canicula","Lesser spotted dogfish",0,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/syc-celt.pdf","Current","France",27,"Imported from ICES data dump covering 2011-2018",NA,NA,NA,NA,NA,2003,2014,NA,NA,NA,NA,2014,2,2014,2013,"WGEF-LSDOGVI-VIIabcefghij-2003-2014-ICESIMP2018_2014","WGEF-LSDOGVI-VIIabcefghij-2003-2014-ICESIMP2018_2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WGEF-LSDOGVI-VIIabcefghij-2005-2016-ICESIMP2018","LSDOGVI-VIIabcefghij","ICES","WGEF","2005-2016",2005,2016,"Unknown","Unknown","Unknown","multinational","Europe (EU)","ICES 6-7abcefghij","multinational-ICES-VI-VIIabcefghij","Lesser spotted dogfish ICES 6-7abcefghij","Chondrichthyes","Carcharhiniformes","Scyliorhinidae","Scyliorhinus","Scyliorhinus canicula","Scyliorhinus canicula","Lesser spotted dogfish",999,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/syc.27.67a-ce-j.pdf","Current","France",27,"Imported from ICES data dump covering 2011-2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,2016,2016,1,2014,2013,"WGEF-LSDOGVI-VIIabcefghij-2005-2016-ICESIMP2018_2014","WGEF-LSDOGVI-VIIabcefghij-2005-2016-ICESIMP2018_2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WGEF-LSDOGVIIIabd-1997-2014-ICESIMP2018","LSDOGVIIIabd","ICES","WGEF","1997-2014",1997,2014,"Unknown","Unknown","Unknown","multinational","Europe (EU)","ICES 8abd","multinational-ICES-VIIIabd","Lesser spotted dogfish ICES 8abd","Chondrichthyes","Carcharhiniformes","Scyliorhinidae","Scyliorhinus","Scyliorhinus canicula","Scyliorhinus canicula","Lesser spotted dogfish",0,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/syc-bisc.pdf","Current","France",27,"Imported from ICES data dump covering 2011-2018",NA,NA,NA,NA,NA,1997,2014,NA,NA,NA,NA,2014,2,2014,2013,"WGEF-LSDOGVIIIabd-1997-2014-ICESIMP2018_2014","WGEF-LSDOGVIIIabd-1997-2014-ICESIMP2018_2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WGEF-LSDOGVIIIabd-1997-2016-ICESIMP2018","LSDOGVIIIabd","ICES","WGEF","1997-2016",1997,2016,"Unknown","Unknown","Unknown","multinational","Europe (EU)","ICES 8abd","multinational-ICES-VIIIabd","Lesser spotted dogfish ICES 8abd","Chondrichthyes","Carcharhiniformes","Scyliorhinidae","Scyliorhinus","Scyliorhinus canicula","Scyliorhinus canicula","Lesser spotted dogfish",999,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/syc.27.8abd.pdf","Current","France",27,"Imported from ICES data dump covering 2011-2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,2016,2016,1,2014,2013,"WGEF-LSDOGVIIIabd-1997-2016-ICESIMP2018_2014","WGEF-LSDOGVIIIabd-1997-2016-ICESIMP2018_2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WGEF-LSDOGVIIIc-IXa-1996-2016-ICESIMP2018","LSDOGVIIIc-IXa","ICES","WGEF","1996-2016",1996,2016,"Unknown","Unknown","Unknown","multinational","Europe (EU)","ICES 8c-9a","multinational-ICES-VIIIc-IXa","Lesser spotted dogfish ICES 8c-9a","Chondrichthyes","Carcharhiniformes","Scyliorhinidae","Scyliorhinus","Scyliorhinus canicula","Scyliorhinus canicula","Lesser spotted dogfish",999,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/syc.27.8c9a.pdf","Current","Portugal",27,"Imported from ICES data dump covering 2011-2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,2016,2016,1,2014,2013,"WGEF-LSDOGVIIIc-IXa-1996-2016-ICESIMP2018_2014","WGEF-LSDOGVIIIc-IXa-1996-2016-ICESIMP2018_2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WGEF-LSDOGVIIIc-IXa-1997-2014-ICESIMP2018","LSDOGVIIIc-IXa","ICES","WGEF","1997-2014",1997,2014,"Unknown","Unknown","Unknown","multinational","Europe (EU)","ICES 8c-9a","multinational-ICES-VIIIc-IXa","Lesser spotted dogfish ICES 8c-9a","Chondrichthyes","Carcharhiniformes","Scyliorhinidae","Scyliorhinus","Scyliorhinus canicula","Scyliorhinus canicula","Lesser spotted dogfish",0,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/syc-8c9a.pdf","Current","Portugal",27,"Imported from ICES data dump covering 2011-2018",NA,NA,NA,NA,NA,1997,2014,NA,NA,NA,NA,2014,2,2014,2013,"WGEF-LSDOGVIIIc-IXa-1997-2014-ICESIMP2018_2014","WGEF-LSDOGVIIIc-IXa-1997-2014-ICESIMP2018_2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WGNSSK-LSOLEIIIa-IV-VIId-1968-2016-ICESIMP2018","LSOLEIIIa-IV-VIId","ICES","WGNSSK","1968-2016",1968,2016,"Unknown","Unknown","Unknown","multinational","Europe (EU)","ICES 3a-4-7d","multinational-ICES-IIIa-IV-VIId","Lemon sole ICES 3a-4-7d","Actinopterygii","Pleuronectiformes","Pleuronectidae","Microstomus","Microstomus kitt","Microstomus kitt","Lemon sole",999,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/lem.27.3a47d.pdf","Current","Great Britain",27,"Imported from ICES data dump covering 2011-2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,1968,2016,2016,1,2014,2013,"WGNSSK-LSOLEIIIa-IV-VIId-1968-2016-ICESIMP2018_2014","WGNSSK-LSOLEIIIa-IV-VIId-1968-2016-ICESIMP2018_2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WGNSSK-LSOLEIIIa-IV-VIId-1983-2015-ICESIMP2018","LSOLEIIIa-IV-VIId","ICES","WGNSSK","1983-2015",1983,2015,"Unknown","Unknown","Unknown","multinational","Europe (EU)","ICES 3a-4-7d","multinational-ICES-IIIa-IV-VIId","Lemon sole ICES 3a-4-7d","Actinopterygii","Pleuronectiformes","Pleuronectidae","Microstomus","Microstomus kitt","Microstomus kitt","Lemon sole",0,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/lem-nsea.pdf","Current","Great Britain",27,"Imported from ICES data dump covering 2011-2018",NA,NA,NA,NA,NA,1983,2015,NA,NA,1983,2014,2014,2,2014,2013,"WGNSSK-LSOLEIIIa-IV-VIId-1983-2015-ICESIMP2018_2014","WGNSSK-LSOLEIIIa-IV-VIId-1983-2015-ICESIMP2018_2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WGMHSA-MACKNEICES-1972-2007-JENNINGS","MACKNEICES","ICES","WGMHSA","1972-2007",1972,2007,"Statistical catch at age model","ICA","Integrated Catch-at-age Analysis","multinational","Europe (EU)","ICES Northeast Atlantic","multinational-ICES-IIa-IIIabd-IV-Vb-VI-VII-VIIIabcde-XII-XIV-Ixa","Mackerel ICES Northeast Atlantic","Actinopterygii","Perciformes","Scombridae","Scomber","Scomber scombrus","Scomber scombrus","Mackerel",0,"http://www.ices.dk","Current","Norway",27,"NULL","0.15","NULL","Assumed all age classes and years",NA,NA,1972,2006,1972,2006,1972,2006,2006,6,2006,2005,"WGMHSA-MACKNEICES-1972-2007-JENNINGS_2006","WGMHSA-MACKNEICES-1972-2007-JENNINGS_2005",2920000,3050000,"TBbest-MT","MT",2920000,3050000,2920000,3050000,NA,NA,2230000,2250000,NA,NA
"WGWIDE-MACKNEICES-1980-2013-ICESIMP2016","MACKNEICES","ICES","WGWIDE","1980-2013",1980,2013,"Unknown","Unknown","Unknown","multinational","Europe (EU)","ICES Northeast Atlantic","multinational-ICES-IIa-IIIabd-IV-Vb-VI-VII-VIIIabcde-XII-XIV-Ixa","Mackerel ICES Northeast Atlantic","Actinopterygii","Perciformes","Scombridae","Scomber","Scomber scombrus","Scomber scombrus","Mackerel",0,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2013/2013/mac-nea.pdf","Current","Norway",27,"Imported from ICES data dump covering 2011-2016",NA,NA,NA,NA,NA,1980,2013,1980,2012,1980,2012,2012,5,2006,2005,"WGWIDE-MACKNEICES-1980-2013-ICESIMP2016_2006","WGWIDE-MACKNEICES-1980-2013-ICESIMP2016_2005",3520000,3150000,"TBbest-MT","MT",3520000,3150000,3520000,3150000,NA,NA,2330000,2300000,NA,NA
"WGWIDE-MACKNEICES-1980-2014-ICESIMP2016","MACKNEICES","ICES","WGWIDE","1980-2014",1980,2014,"Unknown","Unknown","Unknown","multinational","Europe (EU)","ICES Northeast Atlantic","multinational-ICES-IIa-IIIabd-IV-Vb-VI-VII-VIIIabcde-XII-XIV-Ixa","Mackerel ICES Northeast Atlantic","Actinopterygii","Perciformes","Scombridae","Scomber","Scomber scombrus","Scomber scombrus","Mackerel",0,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2014/2014/mac-nea.pdf","Current","Norway",27,"Imported from ICES data dump covering 2011-2016",NA,NA,NA,NA,NA,1980,2014,1980,2013,1980,2013,2013,4,2006,2005,"WGWIDE-MACKNEICES-1980-2014-ICESIMP2016_2006","WGWIDE-MACKNEICES-1980-2014-ICESIMP2016_2005",3410000,3100000,"TBbest-MT","MT",3410000,3100000,3410000,3100000,NA,NA,2260000,2270000,NA,NA
"WGWIDE-MACKNEICES-1980-2015-ICESIMP2018","MACKNEICES","ICES","WGWIDE","1980-2015",1980,2015,"Unknown","Unknown","Unknown","multinational","Europe (EU)","ICES Northeast Atlantic","multinational-ICES-IIa-IIIabd-IV-Vb-VI-VII-VIIIabcde-XII-XIV-Ixa","Mackerel ICES Northeast Atlantic","Actinopterygii","Perciformes","Scombridae","Scomber","Scomber scombrus","Scomber scombrus","Mackerel",0,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/mac-nea.pdf","Current","Norway",27,"Imported from ICES data dump covering 2011-2018",NA,NA,NA,NA,NA,1980,2015,1980,2014,1980,2014,2014,3,2006,2005,"WGWIDE-MACKNEICES-1980-2015-ICESIMP2018_2006","WGWIDE-MACKNEICES-1980-2015-ICESIMP2018_2005",3250000,2990000,"TBbest-MT","MT",3250000,2990000,3250000,2990000,NA,NA,2140000,2190000,NA,NA
"WGWIDE-MACKNEICES-1980-2016-ICESIMP2018","MACKNEICES","ICES","WGWIDE","1980-2016",1980,2016,"Unknown","Unknown","Unknown","multinational","Europe (EU)","ICES Northeast Atlantic","multinational-ICES-IIa-IIIabd-IV-Vb-VI-VII-VIIIabcde-XII-XIV-Ixa","Mackerel ICES Northeast Atlantic","Actinopterygii","Perciformes","Scombridae","Scomber","Scomber scombrus","Scomber scombrus","Mackerel",0,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2016/2016/mac-nea.pdf","Current","Norway",27,"Imported from ICES data dump covering 2011-2018",NA,NA,NA,NA,NA,1980,2016,1980,2015,1980,2015,2015,2,2006,2005,"WGWIDE-MACKNEICES-1980-2016-ICESIMP2018_2006","WGWIDE-MACKNEICES-1980-2016-ICESIMP2018_2005",3280000,3060000,"TBbest-MT","MT",3280000,3060000,3280000,3060000,NA,NA,2220000,2290000,NA,NA
"WGWIDE-MACKNEICES-1980-2017-ICESIMP2018","MACKNEICES","ICES","WGWIDE","1980-2017",1980,2017,"Unknown","Unknown","Unknown","multinational","Europe (EU)","ICES Northeast Atlantic","multinational-ICES-IIa-IIIabd-IV-Vb-VI-VII-VIIIabcde-XII-XIV-Ixa","Mackerel ICES Northeast Atlantic","Actinopterygii","Perciformes","Scombridae","Scomber","Scomber scombrus","Scomber scombrus","Mackerel",999,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/mac.27.nea.pdf","Current","Norway",27,"Imported from ICES data dump covering 2011-2018",NA,NA,NA,NA,NA,1980,2017,1980,2016,1980,2016,2016,1,2006,2005,"WGWIDE-MACKNEICES-1980-2017-ICESIMP2018_2006","WGWIDE-MACKNEICES-1980-2017-ICESIMP2018_2005",3320000,3080000,"TBbest-MT","MT",3320000,3080000,3320000,3080000,NA,NA,2180000,2290000,NA,NA
"DFO-MACKNWATLSA3-4-1968-2014-WATSON","MACKNWATLSA3-4","DFO","DFO","1968-2014",1968,2014,"Unknown","Unknown","Unknown","Canada","Canada East Coast","Northwest Atlantic (NAFO Subareas 3 and 4)","Canada-DFO-NWATLSA3-4","Mackerel Northwest Atlantic (NAFO Subareas 3 and 4)","Actinopterygii","Perciformes","Scombridae","Scomber","Scomber scombrus","Scomber scombrus","Mackerel",999,"http://www.dfo-mpo.gc.ca/csas-sccs/publications/resdocs-docrech/2014/2014_077-fra.pdf","Current","Canada",21,"Assessment available in French only.",NA,NA,NA,NA,NA,1968,2013,1968,2013,1968,2013,2013,1,2011,2010,"DFO-MACKNWATLSA3-4-1968-2014-WATSON_2011","DFO-MACKNWATLSA3-4-1968-2014-WATSON_2010",42200,58900,"TBbest-MT","MT",42200,58900,42200,58900,NA,NA,33300,44500,NA,NA
"DFO-QUE-MACKNWATLSA3-4-1967-2011-CHING","MACKNWATLSA3-4","DFO","DFO-QUE","1967-2011",1967,2011,"Unknown","Unknown","Unknown","Canada","Canada East Coast","Northwest Atlantic (NAFO Subareas 3 and 4)","Canada-DFO-NWATLSA3-4","Mackerel Northwest Atlantic (NAFO Subareas 3 and 4)","Actinopterygii","Perciformes","Scombridae","Scomber","Scomber scombrus","Scomber scombrus","Mackerel",0,"http://www.dfo-mpo.gc.ca/csas-sccs/Publications/SAR-AS/2012/2012_031-eng.pdf","Current","Canada",21,"NULL",NA,NA,NA,NA,NA,1968,2011,1968,2011,1990,2011,2011,2,2011,2010,"DFO-QUE-MACKNWATLSA3-4-1967-2011-CHING_2011","DFO-QUE-MACKNWATLSA3-4-1967-2011-CHING_2010",77300,97000,"TBbest-MT","MT",77300,97000,77300,97000,NA,NA,71500,74800,NA,NA
