"assessid","stockid","mgmt","assessor","years","start_year","report_year","method","methodshort","methodlong","country","region","area","areaid","stocklong","class","order","family","genus","species","species_orig","comm_name","assess_if_mostrecent","assesssource","state_of_stock","primary_country","primary_FAOarea","assess_notes","M","M_year","M_notes","M_source","M_source_notes","B_start","B_end","F_start","F_end","C_start","C_end","terminal_year","assess_order","ty","ty_minus1","key_ty","key_ty_minus1","B_ty","B_ty_minus1","B_type","B_unit","TBbest_ty","TBbest_ty_minus1","TB_ty","TB_ty_minus1","TN_ty","TN_ty_minus1","SSB_ty","SSB_ty_minus1","SSB_E00eggs_ty","SSB_E00eggs_ty_minus1","F_ty","F_ty_minus1","F_type","F_unit","ERbest_ty","ERbest_ty_minus1","ER_ty","ER_ty_minus1","instF_ty","instF_ty_minus1","ERmsybest","ERmsybest_notes","ERmgt","ERmgt_notes","Fmsy","Fmsy_notes","Fmgt","Fmgt_notes","Flim","Flim_notes","TBmsybest","TBmsybest_notes","SSBmsy","SSBmsy_notes","SSBmgt","SSBmgt_notes"
"WGHMM-ANGLVIIIc-IXa-1980-2012-ICESIMP2016","ANGLVIIIc-IXa","ICES","WGHMM","1980-2012",1980,2012,"Unknown","Unknown","Unknown","multinational","Europe (EU)","ICES 8c-9a","multinational-ICES-VIIIc-IXa","Black bellied angler ICES 8c-9a","Actinopterygii","Lophiiformes","Lophiidae","Lophius","Lophius budegassa","Lophius budegassa","Black bellied angler",0,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2012/2012/anb-8c9a.pdf","Current","Portugal",27,"Imported from ICES data dump covering 2011-2016",NA,NA,NA,NA,NA,1980,2011,1980,2010,1980,2010,2010,7.5,2010,2009,"WGHMM-ANGLVIIIc-IXa-1980-2012-ICESIMP2016_2010","WGHMM-ANGLVIIIc-IXa-1980-2012-ICESIMP2016_2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WGHMM-ANGLVIIIc-IXa-1980-2013-ICESIMP2016","ANGLVIIIc-IXa","ICES","WGHMM","1980-2013",1980,2013,"Unknown","Unknown","Unknown","multinational","Europe (EU)","ICES 8c-9a","multinational-ICES-VIIIc-IXa","Black bellied angler ICES 8c-9a","Actinopterygii","Lophiiformes","Lophiidae","Lophius","Lophius budegassa","Lophius budegassa","Black bellied angler",0,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2013/2013/anb-8c9a.pdf","Current","Portugal",27,"Imported from ICES data dump covering 2011-2016",NA,NA,NA,NA,NA,1980,2013,1980,2012,1980,2012,2012,6,2010,2009,"WGHMM-ANGLVIIIc-IXa-1980-2013-ICESIMP2016_2010","WGHMM-ANGLVIIIc-IXa-1980-2013-ICESIMP2016_2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFSC-ARFLOUNDBSAI-1970-2010-STACHURA","ARFLOUNDBSAI","NMFS","AFSC","1970-2010",1970,2010,"Statistical catch at age model","AD-CAM","an AD-Model builder statistical Catch at Age Model","USA","US Alaska","Bering Sea and Aleutian Islands","USA-NMFS-BSAI","Arrowtooth flounder Bering Sea and Aleutian Islands","Actinopterygii","Pleuronectiformes","Pleuronectidae","Atheresthes","Atheresthes stomias","Atheresthes stomias","Arrowtooth flounder",0,"http://www.afsc.noaa.gov/REFM/docs/2010/BSAIatf.pdf","Current","USA",67,"NULL",NA,NA,NA,NA,NA,1976,2010,1976,2010,1970,2009,2009,2,2009,2008,"AFSC-ARFLOUNDBSAI-1970-2010-STACHURA_2009","AFSC-ARFLOUNDBSAI-1970-2010-STACHURA_2008",1050000,1030000,"TBbest-MT","MT",1050000,1030000,1050000,1030000,NA,NA,751000,720000,NA,NA,0.0158,0.0147,"ERbest-ratio","ratio",0.0158,0.0147,0.0158,0.0147,0.026,0.025,NA,NA,NA,NA,NA,NA,NA,NA,"0.29","F_OFL=F35%",NA,NA,NA,NA,NA,NA
"AFSC-ARFLOUNDBSAI-1976-2015-SISIMP2016","ARFLOUNDBSAI","NMFS","AFSC","1976-2015",1976,2015,"Unknown","Unknown","Unknown","USA","US Alaska","Bering Sea and Aleutian Islands","USA-NMFS-BSAI","Arrowtooth flounder Bering Sea and Aleutian Islands","Actinopterygii","Pleuronectiformes","Pleuronectidae","Atheresthes","Atheresthes stomias","Atheresthes stomias","Arrowtooth flounder",999,"","Current","USA",67,"Imported from SIS data dump received 2016",NA,NA,NA,NA,NA,1976,2015,1976,2014,1976,2014,2014,1,2009,2008,"AFSC-ARFLOUNDBSAI-1976-2015-SISIMP2016_2009","AFSC-ARFLOUNDBSAI-1976-2015-SISIMP2016_2008",908000,895000,"TBbest-MT","MT",908000,895000,908000,895000,NA,NA,506000,491000,NA,NA,0.0329295154185022,0.0239106145251397,"ERbest-ratio","ratio",0.0329295154185022,0.0239106145251397,NA,NA,0.0381,0.0278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"194266","B35%",NA,NA
"AFSC-ARFLOUNDGA-1958-2010-STACHURA","ARFLOUNDGA","NMFS","AFSC","1958-2010",1958,2010,"Statistical catch at age model","AD-CAM","an AD-Model builder statistical Catch at Age Model","USA","US Alaska","Gulf of Alaska","USA-NMFS-GA","Arrowtooth flounder Gulf of Alaska","Actinopterygii","Pleuronectiformes","Pleuronectidae","Atheresthes","Atheresthes stomias","Atheresthes stomias","Arrowtooth flounder",0,"http://www.afsc.noaa.gov/REFM/docs/2010/GOAatf.pdf","Current","USA",67,"NULL","0.2","NULL","for females; males: 0.35",NA,NA,1961,2010,1961,2010,1964,2010,2010,2,2010,2009,"AFSC-ARFLOUNDGA-1958-2010-STACHURA_2010","AFSC-ARFLOUNDGA-1958-2010-STACHURA_2009",2140000,2160000,"TBbest-MT","MT",2140000,2160000,2140000,2160000,NA,NA,1250000,1250000,NA,NA,0.0104,0.0116,"ERbest-ratio","ratio",0.0104,0.0116,0.0104,0.0116,NA,0.0172,"0.225833458","ERmsy-ratio",NA,NA,NA,NA,NA,NA,NA,NA,"1125922.62568995","TBmsy-calc-MT",NA,NA,NA,NA
"AFSC-ARFLOUNDGA-1961-2015-SISIMP2016","ARFLOUNDGA","NMFS","AFSC","1961-2015",1961,2015,"Unknown","Unknown","Unknown","USA","US Alaska","Gulf of Alaska","USA-NMFS-GA","Arrowtooth flounder Gulf of Alaska","Actinopterygii","Pleuronectiformes","Pleuronectidae","Atheresthes","Atheresthes stomias","Atheresthes stomias","Arrowtooth flounder",999,"","Current","USA",67,"Imported from SIS data dump received 2016",NA,NA,NA,NA,NA,1961,2015,1961,2015,1961,2014,2014,1,2010,2009,"AFSC-ARFLOUNDGA-1961-2015-SISIMP2016_2010","AFSC-ARFLOUNDGA-1961-2015-SISIMP2016_2009",2100000,2110000,"TBbest-MT","MT",2100000,2110000,2100000,2110000,NA,NA,1110000,1100000,NA,NA,0.0114761904761905,0.0118009478672986,"ERbest-ratio","ratio",0.0114761904761905,0.0118009478672986,NA,NA,0.0161,0.0169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"347295","B35%",NA,NA
"NWFSC-ARFLOUNDPCOAST-1914-2015-SISIMP2016","ARFLOUNDPCOAST","NMFS","NWFSC","1914-2015",1914,2015,"Integrated Analysis","SS2","Stock Synthesis v2.0 model","USA","US West Coast","Pacific Coast","USA-NMFS-PCOAST","Arrowtooth flounder Pacific Coast","Actinopterygii","Pleuronectiformes","Pleuronectidae","Atheresthes","Atheresthes stomias","Atheresthes stomias","Arrowtooth flounder",999,"","Current","USA",67,"Imported from SIS data dump received 2016",NA,NA,NA,NA,NA,1914,2015,1916,2014,1916,2014,2014,1,2007,2006,"NWFSC-ARFLOUNDPCOAST-1914-2015-SISIMP2016_2007","NWFSC-ARFLOUNDPCOAST-1914-2015-SISIMP2016_2006",83300,79800,"TBbest-MT","MT",83300,79800,83300,79800,NA,NA,63300,60600,NA,NA,0.0369747899159664,0.0302005012531328,"ERbest-ratio","ratio",0.0369747899159664,0.0302005012531328,NA,NA,0.285,0.247,NA,NA,NA,NA,"0.7","SPR30% as proxy",NA,NA,"0.7","SPR30%",NA,NA,"20078.38","SSB25%",NA,NA
"NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH","ARFLOUNDPCOAST","NMFS","NWFSC","1916-2007",1916,2007,"Integrated Analysis","SS2","Stock Synthesis v2.0 model","USA","US West Coast","Pacific Coast","USA-NMFS-PCOAST","Arrowtooth flounder Pacific Coast","Actinopterygii","Pleuronectiformes","Pleuronectidae","Atheresthes","Atheresthes stomias","Atheresthes stomias","Arrowtooth flounder",0,"http://www.pcouncil.org/groundfish/gfsafe1008/ArrowtoothAssess_Aug22.pdf","Current","USA",67,"","0.166","NULL","instantaneous",NA,NA,1916,2007,1916,2007,1916,2007,2007,2,2007,2006,"NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH_2007","NWFSC-ARFLOUNDPCOAST-1916-2007-BRANCH_2006",83300,79800,"TBbest-MT","MT",83300,79800,83300,79800,NA,NA,63300,60600,NA,NA,0.0286,0.0302,"ERbest-ratio","ratio",0.0286,0.0302,0.0286,0.0302,NA,0.044,"0.131056522","ERmsy-ratio",NA,NA,"0.21","",NA,NA,NA,NA,"44591.4473451386","TBmsy-calc-MT","16593","MSY proxy",NA,NA
"INIDEP-ARGANCHONARG-1989-2007-Parma","ARGANCHONARG","CFP","INIDEP","1989-2007",1989,2007,"VPA","ADAPT","A general approach to fitting VPA models. ADAPT is based on minimising the sum-of-squares over any number of indices of abundance to find best-fit parameters.","Argentina","South America","Northern Argentina","Argentina-CFP-ARG-N","Argentine anchoita Northern Argentina","Actinopterygii","Clupeiformes","Engraulidae","Engraulis","Engraulis anchoita","Engraulis anchoita","Argentine anchoita",0,"URL","Current","Argentina",41,"","1.02","2008","",NA,NA,1990,2007,1990,2007,1990,2007,2007,3,2007,2006,"INIDEP-ARGANCHONARG-1989-2007-Parma_2007","INIDEP-ARGANCHONARG-1989-2007-Parma_2006",1140000,1500000,"TBbest-MT","MT",1140000,1500000,1140000,1500000,NA,NA,1020000,1200000,NA,NA,0.0215,0.0308,"ERbest-ratio","ratio",0.0215,0.0308,0.0215,0.0308,0.032,0.043,"0.404626598","ERmsy-ratio",NA,NA,"0.1898","estimated by Parma using Ricker function",NA,NA,NA,NA,"1047948.41","TBmsy-MT","748152","estimated by Parma using Ricker function",NA,NA
"INIDEP-ARGANCHONARG-1989-2015-ORLANDO","ARGANCHONARG","CFP","INIDEP","1989-2015",1989,2015,"Statistical catch at age model","unknown","Unknown statistical catch-at-age model","Argentina","South America","Northern Argentina","Argentina-CFP-ARG-N","Argentine anchoita Northern Argentina","Actinopterygii","Clupeiformes","Engraulidae","Engraulis","Engraulis anchoita","Engraulis anchoita","Argentine anchoita",0,"NULL","Current","Argentina",41,"NULL","1.01","NULL","",NA,NA,1990,2015,1990,2015,1990,2015,2015,2,2007,2006,"INIDEP-ARGANCHONARG-1989-2015-ORLANDO_2007","INIDEP-ARGANCHONARG-1989-2015-ORLANDO_2006",1230000,1280000,"TBbest-MT","MT",1230000,1280000,1230000,1280000,NA,NA,966000,1020000,NA,NA,0.0203252032520325,0.036796875,"ERbest-ratio","ratio",0.0203252032520325,0.036796875,NA,NA,0.061,0.077,NA,NA,NA,NA,NA,NA,"0.86","F66%-1/yr",NA,NA,NA,NA,NA,NA,"484000","SSB66%-MT"
"INIDEP-ARGANCHONARG-1989-2016-PARMA","ARGANCHONARG","CFP","INIDEP","1989-2016",1989,2016,"Statistical catch at age model","unknown","Unknown statistical catch-at-age model","Argentina","South America","Northern Argentina","Argentina-CFP-ARG-N","Argentine anchoita Northern Argentina","Actinopterygii","Clupeiformes","Engraulidae","Engraulis","Engraulis anchoita","Engraulis anchoita","Argentine anchoita",999,"NULL","Current","Argentina",41,"NULL","1.01","NULL","",NA,NA,1990,2016,1990,2016,1990,2016,2016,1,2007,2006,"INIDEP-ARGANCHONARG-1989-2016-PARMA_2007","INIDEP-ARGANCHONARG-1989-2016-PARMA_2006",1320000,1350000,"TBbest-MT","MT",1320000,1350000,1320000,1350000,NA,NA,1030000,1070000,NA,NA,0.0189393939393939,0.0348888888888889,"ERbest-ratio","ratio",0.0189393939393939,0.0348888888888889,NA,NA,0.059,0.076,NA,NA,NA,NA,NA,NA,"0.98","F66%-1/yr","4.4","F40%",NA,NA,NA,NA,"890000","SSB66%-MT"
"INIDEP-ARGANCHOSARG-1989-2015-BURATTI","ARGANCHOSARG","CFP","INIDEP","1989-2015",1989,2015,"Biomass dynamics model","ASPM","Age-structured surplus production model","Argentina","South America","Southern Argentina","Argentina-CFP-ARG-S","Argentine anchoita Southern Argentina","Actinopterygii","Clupeiformes","Engraulidae","Engraulis","Engraulis anchoita","Engraulis anchoita","Argentine anchoita",999,"NULL","Current","Argentina",41,"NULL","0.98","NULL","",NA,NA,1990,2015,1990,2015,1990,2015,2015,1,2007,2006,"INIDEP-ARGANCHOSARG-1989-2015-BURATTI_2007","INIDEP-ARGANCHOSARG-1989-2015-BURATTI_2006",1250000,1330000,"TBbest-MT","MT",1250000,1330000,1250000,1330000,NA,NA,773000,951000,NA,NA,0.002616,0.00144360902255639,"ERbest-ratio","ratio",0.002616,0.00144360902255639,NA,NA,0.007,0.003,NA,NA,NA,NA,NA,NA,"0.71","F66%-1/yr",NA,NA,NA,NA,NA,NA,"548161","SSB66%-MT"
"INIDEP-ARGANCHOSARG-1992-2007-Parma","ARGANCHOSARG","CFP","INIDEP","1992-2007",1992,2007,"Biomass dynamics model","ASPM","Age-structured surplus production model","Argentina","South America","Southern Argentina","Argentina-CFP-ARG-S","Argentine anchoita Southern Argentina","Actinopterygii","Clupeiformes","Engraulidae","Engraulis","Engraulis anchoita","Engraulis anchoita","Argentine anchoita",0,"URL","Current","Argentina",41,"","1.05","2008","",NA,NA,1993,2007,1993,2007,1993,2007,2007,2,2007,2006,"INIDEP-ARGANCHOSARG-1992-2007-Parma_2007","INIDEP-ARGANCHOSARG-1992-2007-Parma_2006",1670000,1580000,"TBbest-MT","MT",1670000,1580000,1670000,1580000,NA,NA,937000,734000,NA,NA,0.00196,0.00122,"ERbest-ratio","ratio",0.00196,0.00122,0.00196,0.00122,0.006,0.004,"0.395170345","ERmsy-ratio",NA,NA,"0.17","estimated by Parma using Ricker function",NA,NA,NA,NA,"733418.85","TBmsy-MT","298839","estimated by Parma using Ricker function",NA,NA
"INIDEP-ARGHAKENARG-1985-2014-PARMA","ARGHAKENARG","CFP","INIDEP","1985-2014",1985,2014,"VPA","XSA","Extended Survivor Analysis","Argentina","South America","Northern Argentina","Argentina-CFP-ARG-N","Argentine hake Northern Argentina","Actinopterygii","Gadiformes","Merlucciidae","Merluccius","Merluccius hubbsi","Merluccius hubbsi","Argentine hake",999,"NULL","Current","Argentina",41,"NULL","0.3","NULL","",NA,NA,1986,2014,1986,2014,1986,2014,2014,1,2011,2010,"INIDEP-ARGHAKENARG-1985-2014-PARMA_2011","INIDEP-ARGHAKENARG-1985-2014-PARMA_2010",126000,117000,"TBbest-MT","MT",126000,117000,126000,117000,NA,NA,77300,63200,NA,NA,0.644444444444444,0.616239316239316,"ERbest-ratio","ratio",0.644444444444444,0.616239316239316,NA,NA,0.794,0.688,NA,NA,NA,NA,"0.379","estimated by Ana Parma using Ricker equilibrium SRR",NA,NA,NA,NA,NA,NA,"435082","estimated by Ana Parma using Ricker equilibrium SRR",NA,NA
"INIDEP-ARGHAKENARG-1986-2011-CHING","ARGHAKENARG","CFP","INIDEP","1986-2011",1986,2011,"VPA","XSA","Extended Survivor Analysis","Argentina","South America","Northern Argentina","Argentina-CFP-ARG-N","Argentine hake Northern Argentina","Actinopterygii","Gadiformes","Merlucciidae","Merluccius","Merluccius hubbsi","Merluccius hubbsi","Argentine hake",0,"NULL","Current","Argentina",41,"NULL",NA,NA,NA,NA,NA,1986,2011,1986,2011,1986,2011,2011,2,2011,2010,"INIDEP-ARGHAKENARG-1986-2011-CHING_2011","INIDEP-ARGHAKENARG-1986-2011-CHING_2010",133000,117000,"TBbest-MT","MT",133000,117000,133000,117000,NA,NA,74300,62500,NA,NA,0.611,0.616,"ERbest-ratio","ratio",0.611,0.616,0.611,0.616,0.86,0.674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"INIDEP-ARGHAKESARG-1986-2015-PARMA","ARGHAKESARG","CFP","INIDEP","1986-2015",1986,2015,"VPA","XSA","Extended Survivor Analysis","Argentina","South America","Southern Argentina","Argentina-CFP-ARG-S","Argentine hake Southern Argentina","Actinopterygii","Gadiformes","Merlucciidae","Merluccius","Merluccius hubbsi","Merluccius hubbsi","Argentine hake",999,"NULL","Current","Argentina",41,"NULL","0.3","NULL","",NA,NA,1990,2014,1990,2014,1986,2015,2014,1,2011,2010,"INIDEP-ARGHAKESARG-1986-2015-PARMA_2011","INIDEP-ARGHAKESARG-1986-2015-PARMA_2010",745000,699000,"TBbest-MT","MT",745000,699000,745000,699000,NA,NA,432000,436000,NA,NA,0.83,0.777,"ERbest-ratio","ratio",0.83,0.777,0.83,0.777,0.741,0.611,NA,NA,NA,NA,"0.414","estimated by Ana Parma using Ricker equilibrium SRR",NA,NA,NA,NA,NA,NA,"1501500","estimated by Ana Parma using Ricker equilibrium SRR","600000","SSBtarget-MT"
"INIDEP-ARGHAKESARG-1990-2011-CHING","ARGHAKESARG","CFP","INIDEP","1990-2011",1990,2011,"VPA","XSA","Extended Survivor Analysis","Argentina","South America","Southern Argentina","Argentina-CFP-ARG-S","Argentine hake Southern Argentina","Actinopterygii","Gadiformes","Merlucciidae","Merluccius","Merluccius hubbsi","Merluccius hubbsi","Argentine hake",0,"NULL","Current","Argentina",41,"NULL",NA,NA,NA,NA,NA,1990,2011,1990,2011,1990,2011,2011,2,2011,2010,"INIDEP-ARGHAKESARG-1990-2011-CHING_2011","INIDEP-ARGHAKESARG-1990-2011-CHING_2010",728000,714000,"TBbest-MT","MT",728000,714000,728000,714000,NA,NA,NA,NA,NA,NA,0.497,0.476,"ERbest-ratio","ratio",0.497,0.476,0.497,0.476,0.803,0.588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ICCAT-ATBTUNAEATL-1950-2015-PONS","ATBTUNAEATL","ICCAT","ICCAT","1950-2015",1950,2015,"VPA","VPA","Virtual Population Analysis","multinational","Atlantic Ocean","Eastern Atlantic","multinational-ICCAT-EATL","Atlantic bluefin tuna Eastern Atlantic","Actinopterygii","Perciformes","Scombridae","Thunnus","Thunnus thynnus","Thunnus thynnus","Atlantic bluefin tuna",0,"http://www.iccat.es/Documents/CVSP/CV071_2015/n_2/CV071020692.pdf","Current","Spain",27,"data available at http://rscloud.iccat.int/kobe/Inputs/bfte/2014/vpa/inflated/med/",NA,NA,NA,NA,NA,1950,2012,1950,2012,1950,2015,2012,2,2012,2011,"ICCAT-ATBTUNAEATL-1950-2015-PONS_2012","ICCAT-ATBTUNAEATL-1950-2015-PONS_2011",564000,504000,"SSB-MT","MT",NA,NA,NA,NA,NA,NA,564000,504000,NA,NA,0.0292,0.0622,"F-1/yr","1/yr",NA,NA,NA,NA,0.0292,0.0622,NA,NA,NA,NA,"0.14","","0.14","Fmsy-1/yr",NA,NA,NA,NA,"325322","","325322","SSBmsy-MT"
"ICCAT-ATBTUNAEATL-1951-2016-PONS","ATBTUNAEATL","ICCAT","ICCAT","1951-2016",1951,2016,"VPA","VPA","Virtual Population Analysis","multinational","Atlantic Ocean","Eastern Atlantic","multinational-ICCAT-EATL","Atlantic bluefin tuna Eastern Atlantic","Actinopterygii","Perciformes","Scombridae","Thunnus","Thunnus thynnus","Thunnus thynnus","Atlantic bluefin tuna",999,"http://iccat.es/Documents/Meetings/Docs/2017_BFT_ASS_REP_ENG.pdf","Current","Spain",27,"NULL",NA,NA,NA,NA,NA,1968,2015,1968,2015,1951,2016,2015,1,2012,2011,"ICCAT-ATBTUNAEATL-1951-2016-PONS_2012","ICCAT-ATBTUNAEATL-1951-2016-PONS_2011",468000,414000,"SSB-MT","MT",NA,NA,NA,NA,NA,NA,468000,414000,NA,NA,0.04,0.05,"F-1/yr","1/yr",NA,NA,NA,NA,0.04,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ICCAT-ATBTUNAWATL-1950-2015-PONS","ATBTUNAWATL","ICCAT","ICCAT","1950-2015",1950,2015,"VPA","VPA","Virtual Population Analysis","multinational","Atlantic Ocean","Western Atlantic","multinational-ICCAT-WATL","Atlantic bluefin tuna Western Atlantic","Actinopterygii","Perciformes","Scombridae","Thunnus","Thunnus thynnus","Thunnus thynnus","Atlantic bluefin tuna",0,"http://www.iccat.es/Documents/CVSP/CV071_2015/n_2/CV071020692.pdf","Current","USA",21,"data available at: http://rscloud.iccat.int/kobe/Inputs/bftw/2014/vpa/cont/bevholt/",NA,NA,NA,NA,NA,1970,2012,1970,2012,1950,2015,2012,2.5,2012,2011,"ICCAT-ATBTUNAWATL-1950-2015-PONS_2012","ICCAT-ATBTUNAWATL-1950-2015-PONS_2011",29900,27800,"SSB-MT","MT",NA,NA,NA,NA,NA,NA,29900,27800,NA,NA,0.071,0.0769,"F-1/yr","1/yr",NA,NA,NA,NA,0.071,0.0769,NA,NA,NA,NA,"0.08","","0.08","Fmsy-1/yr",NA,NA,NA,NA,"62443.2","","62443.2","SSBmsy-MT"
"ICCAT-ATBTUNAWATL-1951-2016-PONS","ATBTUNAWATL","ICCAT","ICCAT","1951-2016",1951,2016,"VPA","VPA","Virtual Population Analysis","multinational","Atlantic Ocean","Western Atlantic","multinational-ICCAT-WATL","Atlantic bluefin tuna Western Atlantic","Actinopterygii","Perciformes","Scombridae","Thunnus","Thunnus thynnus","Thunnus thynnus","Atlantic bluefin tuna",999,"http://iccat.es/Documents/Meetings/Docs/2017_BFT_ASS_REP_ENG.pdf","Current","USA",21,"NULL",NA,NA,NA,NA,NA,1974,2015,1974,2015,1951,2016,2015,1,2012,2011,"ICCAT-ATBTUNAWATL-1951-2016-PONS_2012","ICCAT-ATBTUNAWATL-1951-2016-PONS_2011",13500,11800,"SSB-MT","MT",NA,NA,NA,NA,NA,NA,13500,11800,NA,NA,0.102,0.141,"F-1/yr","1/yr",NA,NA,NA,NA,0.102,0.141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ICCAT-ATBTUNAWATL-1970-2013-SISIMP2016","ATBTUNAWATL","ICCAT","ICCAT","1970-2013",1970,2013,"VPA","VPA","Virtual Population Analysis","multinational","Atlantic Ocean","Western Atlantic","multinational-ICCAT-WATL","Atlantic bluefin tuna Western Atlantic","Actinopterygii","Perciformes","Scombridae","Thunnus","Thunnus thynnus","Thunnus thynnus","Atlantic bluefin tuna",0,"","Current","USA",21,"Imported from SIS data dump received 2016",NA,NA,NA,NA,NA,1970,2013,1970,2013,1970,2012,2012,2.5,2012,2011,"ICCAT-ATBTUNAWATL-1970-2013-SISIMP2016_2012","ICCAT-ATBTUNAWATL-1970-2013-SISIMP2016_2011",28300,26600,"SSB-MT","MT",NA,NA,NA,NA,NA,NA,28300,26600,NA,NA,0.077,0.081,"F-1/yr","1/yr",NA,NA,NA,NA,0.077,0.081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DFO-ATHAL3NOPs4VWX5Zc-1970-2014-WATSON","ATHAL3NOPs4VWX5Zc","DFO","DFO","1970-2014",1970,2014,"Unknown","Unknown","Unknown","Canada","Canada East Coast","Scotian Shelf and Southern Grand Banks","Canada-DFO-3NOPs4VWX5Zc","Atlantic halibut Scotian Shelf and Southern Grand Banks","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus","Hippoglossus hippoglossus","Hippoglossus hippoglossus","Atlantic halibut",999,"NULL","Current","Canada",21,"NULL",NA,NA,NA,NA,NA,1970,2013,2010,2013,2010,2014,2013,1,2008,2007,"DFO-ATHAL3NOPs4VWX5Zc-1970-2014-WATSON_2008","DFO-ATHAL3NOPs4VWX5Zc-1970-2014-WATSON_2007",2900,2890,"SSB-MT","MT",14100,12200,14100,12200,2480000,2170000,2900,2890,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DFO-MAR-ATHAL3NOPs4VWX5Zc-1960-2010-CHING","ATHAL3NOPs4VWX5Zc","DFO","DFO-MAR","1960-2010",1960,2010,"Unknown","Unknown","Unknown","Canada","Canada East Coast","Scotian Shelf and Southern Grand Banks","Canada-DFO-3NOPs4VWX5Zc","Atlantic halibut Scotian Shelf and Southern Grand Banks","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus","Hippoglossus hippoglossus","Hippoglossus hippoglossus","Atlantic halibut",0,"http://www.dfo-mpo.gc.ca/csas-sccs/Publications/SAR-AS/2011/2011_001-eng.pdf","Current","Canada",21,"NULL",NA,NA,NA,NA,NA,1970,2009,1970,2010,1960,2008,2008,2,2008,2007,"DFO-MAR-ATHAL3NOPs4VWX5Zc-1960-2010-CHING_2008","DFO-MAR-ATHAL3NOPs4VWX5Zc-1960-2010-CHING_2007",5520,4980,"SSB-MT","MT",NA,NA,NA,NA,NA,NA,5520,4980,NA,NA,0.234,0.123,"F-1/yr","1/yr",NA,NA,NA,NA,0.234,0.123,NA,NA,NA,NA,"0.36","",NA,NA,NA,NA,NA,NA,"4900","",NA,NA
"AFSC-ATKABSAI-1976-2011-STACHURA","ATKABSAI","NMFS","AFSC","1976-2011",1976,2011,"Statistical catch at age model","AD-CAM","an AD-Model builder statistical Catch at Age Model","USA","US Alaska","Bering Sea and Aleutian Islands","USA-NMFS-BSAI","Atka mackerel Bering Sea and Aleutian Islands","Actinopterygii","Scorpaeniformes","Hexagrammidae","Pleurogrammus","Pleurogrammus monopterygius","Pleurogrammus monopterygius","Atka mackerel",0,"http://www.afsc.noaa.gov/REFM/docs/2010/BSAIatka.pdf","Current","USA",67,"","0.3","NULL","",NA,NA,1977,2011,1977,2010,1977,2009,2009,2,2009,2008,"AFSC-ATKABSAI-1976-2011-STACHURA_2009","AFSC-ATKABSAI-1976-2011-STACHURA_2008",520000,472000,"TBbest-MT","MT",520000,472000,520000,472000,NA,NA,142000,156000,NA,NA,0.14,0.123093220338983,"ERbest-ratio","ratio",0.14,0.123093220338983,NA,NA,0.314,0.225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
