"assessid","stockid","mgmt","assessor","years","start_year","report_year","method","methodshort","methodlong","country","region","area","areaid","stocklong","class","order","family","genus","species","species_orig","comm_name","assess_if_mostrecent","assesssource","state_of_stock","primary_country","primary_FAOarea","assess_notes","M","M_year","M_notes","M_source","M_source_notes","B_start","B_end","F_start","F_end","C_start","C_end","terminal_year","assess_order","ty","ty_minus1","key_ty","key_ty_minus1","B_ty","B_ty_minus1","B_type","B_unit","TBbest_ty","TBbest_ty_minus1","TB_ty","TB_ty_minus1","TN_ty","TN_ty_minus1","SSB_ty","SSB_ty_minus1","SSB_E00eggs_ty","SSB_E00eggs_ty_minus1","F_ty","F_ty_minus1","F_type","F_unit","ERbest_ty","ERbest_ty_minus1","ER_ty","ER_ty_minus1","instF_ty","instF_ty_minus1","ERmsybest","ERmsybest_notes","ERmgt","ERmgt_notes","Fmsy","Fmsy_notes","Fmgt","Fmgt_notes","Flim","Flim_notes","TBmsybest","TBmsybest_notes","SSBmsy","SSBmsy_notes","SSBmgt","SSBmgt_notes"
"WGHMM-SOLEVIIIab-1982-2011-NEUBAUER","SOLEVIIIab","ICES","WGHMM","1982-2011",1982,2011,"VPA","XSA","Extended Survivor Analysis","multinational","Europe (EU)","ICES 8ab","multinational-ICES-VIIIab","Common sole ICES 8ab","Actinopterygii","Pleuronectiformes","Soleidae","Solea","Solea solea","Solea solea","Common sole",0,"http://www.ices.dk/reports/ACOM/2011/WGHMM/Sec%2006%20-%20Bay%20of%20Biscay%20Sole.pdf","Current","France",27,"NULL","0.1","NULL","",NA,NA,1984,2011,1984,2010,1984,2010,2010,7,2010,2009,"WGHMM-SOLEVIIIab-1982-2011-NEUBAUER_2010","WGHMM-SOLEVIIIab-1982-2011-NEUBAUER_2009",13300,15400,"TBbest-MT","MT",13300,15400,13300,15400,NA,NA,11800,11900,NA,NA,0.299,0.237,"ERbest-ratio","ratio",0.299,0.237,0.299,0.237,0.391,0.373,NA,NA,NA,NA,NA,NA,NA,NA,"0.58","Based on the historical response of the stock.",NA,NA,NA,NA,NA,NA
"WGHMM-SOLEVIIIab-1982-2013-ICESIMP2016","SOLEVIIIab","ICES","WGHMM","1982-2013",1982,2013,"Unknown","Unknown","Unknown","multinational","Europe (EU)","ICES 8ab","multinational-ICES-VIIIab","Common sole ICES 8ab","Actinopterygii","Pleuronectiformes","Soleidae","Solea","Solea solea","Solea solea","Common sole",0,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2013/2013/sol-bisc.pdf","Current","France",27,"Imported from ICES data dump covering 2011-2016",NA,NA,NA,NA,NA,1984,2013,1984,2012,1984,2012,2012,6,2010,2009,"WGHMM-SOLEVIIIab-1982-2013-ICESIMP2016_2010","WGHMM-SOLEVIIIab-1982-2013-ICESIMP2016_2009",17800,17000,"TBbest-MT","MT",17800,17000,17800,17000,NA,NA,14000,11800,NA,NA,0.223033707865169,0.214705882352941,"ERbest-ratio","ratio",0.223033707865169,0.214705882352941,NA,NA,0.369,0.416,NA,NA,NA,NA,"0.26","","0.26","Fmsy-1/yr","0.58","",NA,NA,NA,NA,"13000","SSBtrigmsy-MT"
"GRP2-SOLMEDGSA17-1969-2011-BANOBI","SOLMEDGSA17","GFCM","GRP2","1969-2011",1969,2011,"VPA","XSA","Extended Survivor Analysis","multinational","Mediterranean-Black Sea","Northern Adriatic Sea","multinational-GFCM-GSA17","Common sole Northern Adriatic Sea","Actinopterygii","Pleuronectiformes","Soleidae","Solea","Solea solea","Solea solea","Common sole",0,"http://151.1.154.86/GfcmWebSite/SAC/SCSA/14/SAFs.html","Current","Italy",37,"XSA is main time series, SS3 is alternate time series","0.35","NULL","mean M; vector by age is [0.7,0.35,0.28,0.25,0.23,0.22] for ages [0,1,2,3,4,5+]",NA,NA,1970,2011,1970,2011,1970,2011,2011,2,2011,2010,"GRP2-SOLMEDGSA17-1969-2011-BANOBI_2011","GRP2-SOLMEDGSA17-1969-2011-BANOBI_2010",331,213,"SSB-MT","MT",NA,NA,NA,NA,NA,NA,331,213,NA,NA,1.46,1.69,"F-1/yr","1/yr",NA,NA,NA,NA,1.46,1.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STECF-SOLMEDGSA17-2006-2014-OSIO","SOLMEDGSA17","GFCM","STECF","2006-2014",2006,2014,"Integrated Analysis","SS3","Stock Synthesis v3.0 model","multinational","Mediterranean-Black Sea","Northern Adriatic Sea","multinational-GFCM-GSA17","Common sole Northern Adriatic Sea","Actinopterygii","Pleuronectiformes","Soleidae","Solea","Solea solea","Solea solea","Common sole",999,"https://stecf.jrc.ec.europa.eu/documents/43805/1291370/2015-05_STECF+16-08+MED+assessments+part+2_JRC101548.pdf","Current","Italy",37,"JRC Meeting: EWG15_16",NA,NA,NA,NA,NA,2006,2014,2006,2014,2006,2014,2014,1,2011,2010,"STECF-SOLMEDGSA17-2006-2014-OSIO_2011","STECF-SOLMEDGSA17-2006-2014-OSIO_2010",815,661,"SSB-MT","MT",NA,NA,NA,NA,NA,NA,815,661,NA,NA,1.26,1.09,"F-1/yr","1/yr",NA,NA,NA,NA,1.26,1.09,NA,NA,NA,NA,NA,NA,"0.26","F0.1-1/yr",NA,NA,NA,NA,NA,NA,NA,NA
"IFOPCH-SOUTHHAKECH-1977-2011-CHING","SOUTHHAKECH","SUBPESCA","IFOPCH","1977-2011",1977,2011,"Unknown","Unknown","Unknown","Chile","South America","Central-Southern Chile","Chile-SUBPESCA-CH-CS","Southern hake Central-Southern Chile","Actinopterygii","Gadiformes","Merlucciidae","Merluccius","Merluccius australis","Merluccius australis","Southern hake",0,"NULL","Current","Chile",87,"NULL",NA,NA,NA,NA,NA,1977,2011,1977,2011,1977,2011,2011,2,2011,2010,"IFOPCH-SOUTHHAKECH-1977-2011-CHING_2011","IFOPCH-SOUTHHAKECH-1977-2011-CHING_2010",410000,417000,"TBbest-MT","MT",410000,417000,410000,417000,NA,NA,101000,98200,NA,NA,0.0305,0.0333,"ERbest-ratio","ratio",0.0305,0.0333,0.0305,0.0333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"IFOPCH-SOUTHHAKECH-1977-2015-PARMA","SOUTHHAKECH","SUBPESCA","IFOPCH","1977-2015",1977,2015,"Statistical catch at age model","unknown","Unknown statistical catch-at-age model","Chile","South America","Central-Southern Chile","Chile-SUBPESCA-CH-CS","Southern hake Central-Southern Chile","Actinopterygii","Gadiformes","Merlucciidae","Merluccius","Merluccius australis","Merluccius australis","Southern hake",999,"http://www.ifop.cl/wp-content/contenidos/uploads/informes_programas/INFORMES2015/15%20MERLUZA%20DEL%20SUR/Estatus%20y%20Cuota%20Merluza%20del%20sur2015.pdf","Current","Chile",87,"NULL","0.21","NULL","",NA,NA,1977,2014,1977,2014,1977,2015,2014,1,2011,2010,"IFOPCH-SOUTHHAKECH-1977-2015-PARMA_2011","IFOPCH-SOUTHHAKECH-1977-2015-PARMA_2010",322000,350000,"TBbest-MT","MT",322000,350000,322000,350000,NA,NA,116000,104000,NA,NA,0.0838509316770186,0.0945714285714286,"ERbest-ratio","ratio",0.0838509316770186,0.0945714285714286,NA,NA,0.41,0.5,NA,NA,NA,NA,NA,NA,"0.313","F45%-1/yr",NA,NA,NA,NA,NA,NA,"172400","SSB40%-MT"
"NIWA-SOUTHHAKECR-1974-2012-FU","SOUTHHAKECR","MFish","NIWA","1974-2012",1974,2012,"Integrated Analysis","CASAL","CASAL","New Zealand","New Zealand","Chatham Rise","New Zealand-MFish-CR","Southern hake Chatham Rise","Actinopterygii","Gadiformes","Merlucciidae","Merluccius","Merluccius australis","Merluccius australis","Southern hake",999,"http://fs.fish.govt.nz/Doc/23160/FAR_2013_31_2639_DEE2010-02HAKB_NIW_Obj.1&amp;2,CS5.pdf.ashx","Current","New Zealand",81,"NULL","0.19","NULL","",NA,NA,1974,2012,NA,NA,1974,2012,2012,1,2009,2008,"NIWA-SOUTHHAKECR-1974-2012-FU_2009","NIWA-SOUTHHAKECR-1974-2012-FU_2008",24800,24400,"SSB-MT","MT",NA,NA,NA,NA,NA,NA,24800,24400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.39","ERmsy-ratio",NA,NA,NA,NA,NA,NA,NA,NA,"10625.641025641","TBmsy-calc-MT","19938","","19938","SB40%-MT"
"NIWA-SOUTHHAKECR-1975-2010-CHING","SOUTHHAKECR","MFish","NIWA","1975-2010",1975,2010,"Integrated Analysis","CASAL","CASAL","New Zealand","New Zealand","Chatham Rise","New Zealand-MFish-CR","Southern hake Chatham Rise","Actinopterygii","Gadiformes","Merlucciidae","Merluccius","Merluccius australis","Merluccius australis","Southern hake",0,"http://fs.fish.govt.nz/Page.aspx?pk=113&dk=23098","Current","New Zealand",81,"NULL",NA,NA,NA,NA,NA,1975,2009,1975,2009,1975,2010,2009,2,2009,2008,"NIWA-SOUTHHAKECR-1975-2010-CHING_2009","NIWA-SOUTHHAKECR-1975-2010-CHING_2008",19000,18700,"SSB-MT","MT",NA,NA,NA,NA,NA,NA,19000,18700,NA,NA,0.0261,0.027,"ERbest-ratio","ratio",0.0261,0.027,0.0261,0.027,NA,NA,"0.34","ERmsy-ratio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NIWA-SOUTHHAKESA-1974-2011-CORDUE","SOUTHHAKESA","MFish","NIWA","1974-2011",1974,2011,"Integrated Analysis","CASAL","CASAL","New Zealand","New Zealand","Sub-Antarctic","New Zealand-MFish-SA","Southern hake Sub-Antarctic","Actinopterygii","Gadiformes","Merlucciidae","Merluccius","Merluccius australis","Merluccius australis","Southern hake",0,"http://fs.fish.govt.nz/Page.aspx?pk=61&tk=212","Current","New Zealand",81,"NULL","0.19","NULL","",NA,NA,1974,2011,1974,2011,1974,2011,2011,2,2011,2010,"NIWA-SOUTHHAKESA-1974-2011-CORDUE_2011","NIWA-SOUTHHAKESA-1974-2011-CORDUE_2010",46700,44800,"SSB-MT","MT",NA,NA,NA,NA,NA,NA,46700,44800,NA,NA,0.0186,0.0187,"ERbest-ratio","ratio",0.0186,0.0187,0.0186,0.0187,0.0506,0.0507,"0.47","ERmsy-ratio",NA,NA,NA,NA,NA,NA,NA,NA,"20851.06383","TBmsy-MT","40865.2","","40865.2","SB40%-MT"
"NIWA-SOUTHHAKESA-1974-2014-FU","SOUTHHAKESA","MFish","NIWA","1974-2014",1974,2014,"Integrated Analysis","CASAL","CASAL","New Zealand","New Zealand","Sub-Antarctic","New Zealand-MFish-SA","Southern hake Sub-Antarctic","Actinopterygii","Gadiformes","Merlucciidae","Merluccius","Merluccius australis","Merluccius australis","Southern hake",999,"http://fs.fish.govt.nz/Doc/23793/FAR_2015_29_2906_DEE2010-02HAK%20C_Obj3_CS8.pdf.ashx","Current","New Zealand",81,"NULL","0.29","NULL","",NA,NA,1974,2014,1974,2014,1974,2014,2014,1,2011,2010,"NIWA-SOUTHHAKESA-1974-2014-FU_2011","NIWA-SOUTHHAKESA-1974-2014-FU_2010",32600,31700,"SSB-MT","MT",NA,NA,NA,NA,NA,NA,32600,31700,NA,NA,0.0406,0.0608,"ERbest-ratio","ratio",0.0406,0.0608,0.0406,0.0608,NA,NA,"0.214382","ERmsy-ratio",NA,NA,NA,NA,NA,NA,NA,NA,"20248.9014935955","TBmsy-calc-MT","25774.4","","25774.4","SB40%-MT"
"FAFRFJ-SPANMACKSETO-1987-2010-ONO","SPANMACKSETO","FAJ","FAFRFJ","1987-2010",1987,2010,"VPA","VPA","Virtual Population Analysis","Japan","Japan","Inland Sea of Japan","Japan-FAJ-SETO","Japanese Spanish mackerel Inland Sea of Japan","Actinopterygii","Perciformes","Scombridae","Scomberomorus","Scomberomorus niphonius","Scomberomorus niphonius","Japanese Spanish mackerel",0,"NULL","Current","Japan",61,"in japanese","0.3","NULL","",NA,NA,1987,2010,1987,2010,1987,2010,2010,2,2010,2009,"FAFRFJ-SPANMACKSETO-1987-2010-ONO_2010","FAFRFJ-SPANMACKSETO-1987-2010-ONO_2009",4610,3640,"TBbest-MT","MT",4610,3640,4610,3640,NA,NA,1900,1740,NA,NA,0.313,0.376,"ERbest-ratio","ratio",0.313,0.376,0.313,0.376,0.93,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FAFRFJ-SPANMACKSETO-1987-2013-JPNIMP2016","SPANMACKSETO","FAJ","FAFRFJ","1987-2013",1987,2013,"Unknown","Unknown","Unknown","Japan","Japan","Inland Sea of Japan","Japan-FAJ-SETO","Japanese Spanish mackerel Inland Sea of Japan","Actinopterygii","Perciformes","Scombridae","Scomberomorus","Scomberomorus niphonius","Scomberomorus niphonius","Japanese Spanish mackerel",999,"http://abchan.job.affrc.go.jp/digests25/details/2554.pdf","Current","Japan",61,"Imported from Japanese data dump received 2016","0.3","NULL","",NA,NA,1987,2013,1987,2013,1987,2013,2013,1,2010,2009,"FAFRFJ-SPANMACKSETO-1987-2013-JPNIMP2016_2010","FAFRFJ-SPANMACKSETO-1987-2013-JPNIMP2016_2009",4180,3700,"TBbest-MT","MT",4180,3700,4180,3700,NA,NA,1930,1730,NA,NA,0.344497607655502,0.372972972972973,"ERbest-ratio","ratio",0.344497607655502,0.372972972972973,NA,NA,NA,NA,"0.283","ERmsy-ratio",NA,NA,NA,NA,NA,NA,NA,NA,"24474.406434629","TBmsy-calc-MT","16707","",NA,NA
"IFOPCH-SPHAKECH-1940-2015-TASCHERI","SPHAKECH","SUBPESCA","IFOPCH","1940-2015",1940,2015,"Statistical catch at age model","unknown","Unknown statistical catch-at-age model","Chile","South America","Central-Southern Chile","Chile-SUBPESCA-CH-CS","South Pacific hake Central-Southern Chile","Actinopterygii","Gadiformes","Merlucciidae","Merluccius","Merluccius gayi gayi","Merluccius gayi","South Pacific hake",999,"NULL","Current","Chile",87,"Status reported is for case 1","0.33","NULL","",NA,NA,1940,2015,1940,2015,1968,2015,2015,1,2012,2011,"IFOPCH-SPHAKECH-1940-2015-TASCHERI_2012","IFOPCH-SPHAKECH-1940-2015-TASCHERI_2011",288000,291000,"TBbest-MT","MT",288000,291000,288000,291000,NA,NA,94400,104000,NA,NA,0.17,0.21,"ERbest-ratio","ratio",0.17,0.21,0.17,0.21,0.24,0.3,NA,NA,NA,NA,NA,NA,"0.2","F40%-1/yr",NA,NA,NA,NA,NA,NA,"238840","SSB40%-MT"
"IFOPCH-SPHAKECH-1968-2012-CHING","SPHAKECH","SUBPESCA","IFOPCH","1968-2012",1968,2012,"Unknown","Unknown","Unknown","Chile","South America","Central-Southern Chile","Chile-SUBPESCA-CH-CS","South Pacific hake Central-Southern Chile","Actinopterygii","Gadiformes","Merlucciidae","Merluccius","Merluccius gayi gayi","Merluccius gayi","South Pacific hake",0,"NULL","Current","Chile",87,"NULL",NA,NA,NA,NA,NA,1990,2012,1990,2012,1968,2012,2012,2,2012,2011,"IFOPCH-SPHAKECH-1968-2012-CHING_2012","IFOPCH-SPHAKECH-1968-2012-CHING_2011",346000,376000,"TBbest-MT","MT",346000,376000,346000,376000,NA,NA,133000,141000,NA,NA,0.13,0.12,"ERbest-ratio","ratio",0.13,0.12,0.13,0.12,0.225,0.195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WGBFAS-SPRAT22-32-1973-2011-NEUBAUER","SPRAT22-32","ICES","WGBFAS","1973-2011",1973,2011,"VPA","XSA","Extended Survivor Analysis","multinational","Europe (EU)","Baltic Areas 22-32","multinational-ICES-22-32","Sprat Baltic Areas 22-32","Actinopterygii","Clupeiformes","Clupeidae","Sprattus","Sprattus sprattus","Sprattus sprattus","Sprat",0,"http://www.ices.dk/reports/ACOM/2008/WGBFAS/07-Sprat%20in%20Subdivisions%2022-32.pdf","Current","Poland",27,"NULL",NA,NA,NA,NA,NA,1974,2011,1974,2010,1974,2010,2010,7,2010,2009,"WGBFAS-SPRAT22-32-1973-2011-NEUBAUER_2010","WGBFAS-SPRAT22-32-1973-2011-NEUBAUER_2009",1500000,1840000,"TBbest-MT","MT",1500000,1840000,1500000,1840000,NA,NA,891000,854000,NA,NA,0.228,0.221,"ERbest-ratio","ratio",0.228,0.221,0.228,0.221,0.408,0.532,NA,NA,NA,NA,"0.35","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WGBFAS-SPRAT22-32-1973-2013-ICESIMP2016","SPRAT22-32","ICES","WGBFAS","1973-2013",1973,2013,"Unknown","Unknown","Unknown","multinational","Europe (EU)","Baltic Areas 22-32","multinational-ICES-22-32","Sprat Baltic Areas 22-32","Actinopterygii","Clupeiformes","Clupeidae","Sprattus","Sprattus sprattus","Sprattus sprattus","Sprat",0,"http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2013/2013/spr-2232_201304142254.pdf","Current","Poland",27,"Imported from ICES data dump covering 2011-2016",NA,NA,NA,NA,NA,1974,2013,1974,2012,1974,2012,2012,6,2010,2009,"WGBFAS-SPRAT22-32-1973-2013-ICESIMP2016_2010","WGBFAS-SPRAT22-32-1973-2013-ICESIMP2016_2009",1910000,2300000,"TBbest-MT","MT",1910000,2300000,1910000,2300000,NA,NA,1250000,1060000,NA,NA,0.179057591623037,0.17695652173913,"ERbest-ratio","ratio",0.179057591623037,0.17695652173913,NA,NA,0.307,0.419,NA,NA,NA,NA,"0.29","","0.29","Fmsy-1/yr","0.39","",NA,NA,NA,NA,"570000","SSBtrigmsy-MT"
"WGBFAS-SPRAT22-32-1973-2014-ICESIMP2016","SPRAT22-32","ICES","WGBFAS","1973-2014",1973,2014,"Unknown","Unknown","Unknown","multinational","Europe (EU)","Baltic Areas 22-32","multinational-ICES-22-32","Sprat Baltic Areas 22-32","Actinopterygii","Clupeiformes","Clupeidae","Sprattus","Sprattus sprattus","Sprattus sprattus","Sprat",0,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2014/2014/spr-2232.pdf","Current","Poland",27,"Imported from ICES data dump covering 2011-2016",NA,NA,NA,NA,NA,1974,2014,1974,2013,1974,2013,2013,5,2010,2009,"WGBFAS-SPRAT22-32-1973-2014-ICESIMP2016_2010","WGBFAS-SPRAT22-32-1973-2014-ICESIMP2016_2009",1950000,2280000,"TBbest-MT","MT",1950000,2280000,1950000,2280000,NA,NA,1250000,1040000,NA,NA,0.175384615384615,0.178508771929825,"ERbest-ratio","ratio",0.175384615384615,0.178508771929825,NA,NA,0.318,0.426,NA,NA,NA,NA,"0.29","","0.29","Fmsy-1/yr","0.39","",NA,NA,NA,NA,"570000","SSBtrigmsy-MT"
"WGBFAS-SPRAT22-32-1973-2015-ICESIMP2016","SPRAT22-32","ICES","WGBFAS","1973-2015",1973,2015,"Unknown","Unknown","Unknown","multinational","Europe (EU)","Baltic Areas 22-32","multinational-ICES-22-32","Sprat Baltic Areas 22-32","Actinopterygii","Clupeiformes","Clupeidae","Sprattus","Sprattus sprattus","Sprattus sprattus","Sprat",0,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/spr-2232.pdf","Current","Poland",27,"Imported from ICES data dump covering 2011-2016",NA,NA,NA,NA,NA,1974,2015,1974,2014,1974,2014,2014,4,2010,2009,"WGBFAS-SPRAT22-32-1973-2015-ICESIMP2016_2010","WGBFAS-SPRAT22-32-1973-2015-ICESIMP2016_2009",1870000,2180000,"TBbest-MT","MT",1870000,2180000,1870000,2180000,NA,NA,1170000,999000,NA,NA,0.182887700534759,0.186697247706422,"ERbest-ratio","ratio",0.182887700534759,0.186697247706422,NA,NA,0.337,0.437,NA,NA,NA,NA,"0.26","","0.26","Fmsy-1/yr","0.39","",NA,NA,NA,NA,"570000","SSBtrigmsy-MT"
"WGBFAS-SPRAT22-32-1973-2016-ICESIMP2016","SPRAT22-32","ICES","WGBFAS","1973-2016",1973,2016,"Unknown","Unknown","Unknown","multinational","Europe (EU)","Baltic Areas 22-32","multinational-ICES-22-32","Sprat Baltic Areas 22-32","Actinopterygii","Clupeiformes","Clupeidae","Sprattus","Sprattus sprattus","Sprattus sprattus","Sprat",0,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2016/2016/spr-2232.pdf","Current","Poland",27,"Imported from ICES data dump covering 2011-2016",NA,NA,NA,NA,NA,1974,2016,1974,2015,1974,2015,2015,3,2010,2009,"WGBFAS-SPRAT22-32-1973-2016-ICESIMP2016_2010","WGBFAS-SPRAT22-32-1973-2016-ICESIMP2016_2009",1730000,2070000,"TBbest-MT","MT",1730000,2070000,1730000,2070000,NA,NA,1080000,953000,NA,NA,0.197687861271676,0.196618357487923,"ERbest-ratio","ratio",0.197687861271676,0.196618357487923,NA,NA,0.359,0.444,NA,NA,NA,NA,"0.26","","0.26","Fmsy-1/yr","0.39","",NA,NA,NA,NA,"570000","SSBtrigmsy-MT"
"WGBFAS-SPRAT22-32-1973-2017-ICESIMP2018","SPRAT22-32","ICES","WGBFAS","1973-2017",1973,2017,"Unknown","Unknown","Unknown","multinational","Europe (EU)","Baltic Areas 22-32","multinational-ICES-22-32","Sprat Baltic Areas 22-32","Actinopterygii","Clupeiformes","Clupeidae","Sprattus","Sprattus sprattus","Sprattus sprattus","Sprat",0,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/spr.27.22–32.pdf","Current","Poland",27,"Imported from ICES data dump covering 2011-2018",NA,NA,NA,NA,NA,1974,2017,1974,2016,1974,2016,2016,2,2010,2009,"WGBFAS-SPRAT22-32-1973-2017-ICESIMP2018_2010","WGBFAS-SPRAT22-32-1973-2017-ICESIMP2018_2009",1740000,2070000,"TBbest-MT","MT",1740000,2070000,1740000,2070000,NA,NA,1080000,953000,NA,NA,0.196551724137931,0.196618357487923,"ERbest-ratio","ratio",0.196551724137931,0.196618357487923,NA,NA,0.361,0.444,NA,NA,NA,NA,"0.26","","0.26","Fmsy-1/yr","0.39","",NA,NA,NA,NA,"570000","SSBtrigmsy-MT"
"WGBFAS-SPRAT22-32-1973-2018-ICESIMP2018","SPRAT22-32","ICES","WGBFAS","1973-2018",1973,2018,"Unknown","Unknown","Unknown","multinational","Europe (EU)","Baltic Areas 22-32","multinational-ICES-22-32","Sprat Baltic Areas 22-32","Actinopterygii","Clupeiformes","Clupeidae","Sprattus","Sprattus sprattus","Sprattus sprattus","Sprat",999,"","Current","Poland",27,"Imported from ICES data dump covering 2011-2018",NA,NA,NA,NA,NA,1974,2018,1974,2017,1974,2017,2017,1,2010,2009,"WGBFAS-SPRAT22-32-1973-2018-ICESIMP2018_2010","WGBFAS-SPRAT22-32-1973-2018-ICESIMP2018_2009",1710000,2030000,"TBbest-MT","MT",1710000,2030000,1710000,2030000,NA,NA,1050000,927000,NA,NA,0.2,0.200492610837438,"ERbest-ratio","ratio",0.2,0.200492610837438,NA,NA,0.378,0.457,NA,NA,NA,NA,"0.26","","0.26","Fmsy-1/yr","0.39","",NA,NA,NA,NA,"570000","SSBtrigmsy-MT"
"HAWG-SPRATIIIa-1974-2016-ICESIMP2016","SPRATIIIa","ICES","HAWG","1974-2016",1974,2016,"Unknown","Unknown","Unknown","multinational","Europe (EU)","Kattegat and Skagerrak","multinational-ICES-IIIa","Sprat Kattegat and Skagerrak","Actinopterygii","Clupeiformes","Clupeidae","Sprattus","Sprattus sprattus","Sprattus sprattus","Sprat",0,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2016/2016/spr-kask.pdf","Current","Denmark",27,"Imported from ICES data dump covering 2011-2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,1974,2015,2015,3,2015,2014,"HAWG-SPRATIIIa-1974-2016-ICESIMP2016_2015","HAWG-SPRATIIIa-1974-2016-ICESIMP2016_2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HAWG-SPRATIIIa-1974-2016-ICESIMP2018","SPRATIIIa","ICES","HAWG","1974-2016",1974,2016,"Unknown","Unknown","Unknown","multinational","Europe (EU)","Kattegat and Skagerrak","multinational-ICES-IIIa","Sprat Kattegat and Skagerrak","Actinopterygii","Clupeiformes","Clupeidae","Sprattus","Sprattus sprattus","Sprattus sprattus","Sprat",0,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/spr.27.3a.pdf","Current","Denmark",27,"Imported from ICES data dump covering 2011-2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,1974,2016,2016,2,2015,2014,"HAWG-SPRATIIIa-1974-2016-ICESIMP2018_2015","HAWG-SPRATIIIa-1974-2016-ICESIMP2018_2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HAWG-SPRATIIIa-1974-2017-ICESIMP2018","SPRATIIIa","ICES","HAWG","1974-2017",1974,2017,"Unknown","Unknown","Unknown","multinational","Europe (EU)","Kattegat and Skagerrak","multinational-ICES-IIIa","Sprat Kattegat and Skagerrak","Actinopterygii","Clupeiformes","Clupeidae","Sprattus","Sprattus sprattus","Sprattus sprattus","Sprat",999,"","Current","Denmark",27,"Imported from ICES data dump covering 2011-2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,1974,2017,2017,1,2015,2014,"HAWG-SPRATIIIa-1974-2017-ICESIMP2018_2015","HAWG-SPRATIIIa-1974-2017-ICESIMP2018_2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"HAWG-SPRATNS-1974-2013-ICESIMP2016","SPRATNS","ICES","HAWG","1974-2013",1974,2013,"Unknown","Unknown","Unknown","multinational","Europe (EU)","North Sea","multinational-ICES-IV","Sprat North Sea","Actinopterygii","Clupeiformes","Clupeidae","Sprattus","Sprattus sprattus","Sprattus sprattus","Sprat",0,"http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2013/2013/spr-nsea_201305211647.pdf","Current","Denmark",27,"Imported from ICES data dump covering 2011-2016",NA,NA,NA,NA,NA,1974,2013,1974,2012,1974,2012,2012,6,2007,2006,"HAWG-SPRATNS-1974-2013-ICESIMP2016_2007","HAWG-SPRATNS-1974-2013-ICESIMP2016_2006",142000,213000,"SSB-MT","MT",1460000,1570000,1460000,1570000,NA,NA,142000,213000,NA,NA,1.27,0.825,"F-1/yr","1/yr",0.0539041095890411,0.0450955414012739,NA,NA,1.27,0.825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"142000","SSBtrigmsy-MT"
